time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/n_updates,train/clip_fraction,train/learning_rate,train/approx_kl
2118,32,516.35,69632,-16.918163720000003,34,0.9720287919044495,2.9814934730529785,0.2,-0.005066594226263987,5.491897605359554,-0.8112084718886763,264,0.09088134765625,0.000488736,0.008907322
2095,34,537.47,71680,-13.66460263,35,0.6709223985671997,7.060678482055664,0.2,-0.003640886803623289,54.61018148995936,-0.8870643521659076,272,0.11492919921875,0.0004883946666666666,0.017107919
2060,35,543.16,73728,-13.422928499999996,36,0.6906561851501465,89.08635711669922,0.2,-0.004222914727506577,62.318251800723374,-0.9263358213938773,280,0.07977294921875,0.00048805333333333333,0.010806778
2053,36,571.78,75776,-8.328467779999997,37,0.73096764087677,27.394582748413086,0.2,-0.005170110880499124,49.280025967396796,-0.9447489490266889,288,0.11279296875,0.000487712,0.010617391
2063,37,582.49,77824,-3.339926769999999,38,0.8867305517196655,42.44525146484375,0.2,-0.005205258319620043,23.745930976234376,-0.8598387299571186,296,0.0833740234375,0.0004873706666666667,0.007502758
2063,38,599.46,79872,-0.6683423899999987,39,0.6622802019119263,17.446609497070312,0.2,-0.001573579964315286,78.78205602243543,-0.911744647892192,304,0.025390625,0.0004870293333333333,0.0049580736
2059,39,615.57,81920,2.48608442,40,0.9643251299858093,0.924919605255127,0.2,-0.006750517786713317,2.9146015231963247,-1.0233289254829288,312,0.20928955078125,0.00048668800000000004,0.018151164
2049,40,640.08,83968,6.40516729,41,0.9252086877822876,2.610663652420044,0.2,-0.005181485757930204,7.634275306481868,-0.9204661913681775,320,0.08990478515625,0.00048634666666666666,0.009824625
2033,42,652.39,86016,9.794720889999999,42,0.6705735325813293,84.62002563476562,0.2,-0.0017014510858643916,80.91778251808137,-0.943179985973984,328,0.0714111328125,0.00048600533333333334,0.009723262
2038,43,677.93,88064,16.3311907,43,0.9192618131637573,9.755008697509766,0.2,-0.003652755774965044,12.852917140349746,-0.9184305854141712,336,0.10589599609375,0.000485664,0.011497239
2036,44,680.82,90112,18.385710709999998,44,0.8426867723464966,7.604227066040039,0.2,-0.002582824806268036,47.44671398214996,-0.8030636741314083,344,0.0361328125,0.0004853226666666667,0.005555559
2033,45,706.55,92160,21.61094743,45,0.8964743614196777,3.0772929191589355,0.2,-0.006640722094743978,16.00906832376495,-0.9008826855570078,352,0.14111328125,0.0004849813333333333,0.010252037
2029,46,718.51,94208,25.4289617,46,0.9412488341331482,0.8749198317527771,0.2,-0.0030943862184358295,6.791878308169544,-0.9345515794120729,360,0.08074951171875,0.00048464000000000005,0.011095995
2021,47,735.52,96256,28.092120180000002,47,0.7515943646430969,1.6967068910598755,0.2,-0.004540522294519178,32.05441248463467,-0.9654826137702912,368,0.13580322265625,0.00048429866666666667,0.010712636
2018,48,751.94,98304,30.552713460000003,48,0.956185519695282,1.7497165203094482,0.2,-0.004526133212493733,3.25958039611578,-0.964614030206576,376,0.0885009765625,0.00048395733333333335,0.012491549
2015,49,768.78,100352,33.343778310000005,49,0.9777159690856934,0.3467864990234375,0.2,-0.006157021087346948,1.6288494422333315,-0.9464976768940687,384,0.1822509765625,0.000483616,0.0105134975
2018,50,788.95,102400,35.16420646,50,0.9775171279907227,0.8830217719078064,0.2,-0.006101317416323582,1.8734007742023095,-0.8792479678522795,392,0.12274169921875,0.0004832746666666667,0.013536837
2015,51,799.76,104448,38.53363438,51,0.631906270980835,17.108301162719727,0.2,-0.002305054296812159,62.84405882563442,-0.8106316367629915,400,0.02899169921875,0.0004829333333333333,0.0037494143
2017,52,801.13,106496,42.75880379000001,52,0.7754623889923096,1.3327885866165161,0.2,-0.0023269399807759328,31.218924961751327,-0.816556884907186,408,0.04510498046875,0.00048259200000000006,0.0052181757
2016,53,801.13,108544,43.256764350000005,53,0.9488574862480164,0.19064456224441528,0.2,-0.004884090971245314,7.59811170748435,-0.8298499381635338,416,0.09234619140625,0.0004822506666666667,0.011272855
2023,54,807.38,110592,52.06472999000002,54,0.9590691328048706,1.652945876121521,0.2,-0.00423238887469779,2.2976587588200346,-0.8556626795325428,424,0.14031982421875,0.00048190933333333336,0.008192321
2027,55,799.96,112640,50.827793809999996,55,0.8200012445449829,23.3521671295166,0.2,-0.0016373348262277432,56.82703818939626,-0.800386062823236,432,0.01080322265625,0.000481568,0.002912837
2032,56,814.82,114688,55.960698690000015,56,0.7248908877372742,1.796304702758789,0.2,-0.005512026615178911,23.03394874953665,-0.8055030913092196,440,0.13470458984375,0.0004812266666666667,0.010393513
2035,57,811.28,116736,58.063582069999995,57,0.9846044182777405,0.48514604568481445,0.2,-0.004741623951304064,2.0414525660453364,-0.8126380869653076,448,0.07904052734375,0.00048088533333333334,0.0094099045
2036,58,824.26,118784,64.80612355999999,58,0.8113800287246704,1.4121270179748535,0.2,-0.0010071799115394242,20.09882278216537,-0.6834070421755314,456,0.0809326171875,0.00048054399999999996,0.0058338037
2032,59,831.68,120832,66.91278901999999,59,0.993494987487793,0.1740463227033615,0.2,-0.004739799493108876,0.6107581256364938,-0.7408907534554601,464,0.22186279296875,0.0004802026666666667,0.013610524
2033,60,846.0,122880,77.47194046999999,60,0.9941313862800598,0.19209764897823334,0.2,-0.007603392858072766,0.6234622073243372,-0.6644879309460521,472,0.0904541015625,0.00047986133333333337,0.0060312385
2042,61,832.12,124928,92.23377702999998,61,0.7562626004219055,31.71228790283203,0.2,-0.004844709146709647,71.9646890675649,-0.6258791978470981,480,0.13665771484375,0.00047952,0.009370325
2049,61,832.12,126976,92.23377702999998,62,0.6667285561561584,86.203125,0.2,-0.002779878241199185,130.19565069675446,-0.6950716017745435,488,0.02056884765625,0.00047917866666666667,0.002444494
2053,62,819.42,129024,101.36139786999998,63,0.9760895371437073,0.09972872585058212,0.2,-0.005634444656607229,1.3741199834039435,-0.648881051922217,496,0.086181640625,0.00047883733333333334,0.0063186334
2064,63,807.84,131072,109.37252950999999,64,0.8179750442504883,16.601091384887695,0.2,-0.002576575556304306,60.4824779080227,-0.7177633608225733,504,0.03302001953125,0.00047849599999999997,0.0063259173
2071,64,790.09,133120,113.75881764999998,65,0.7047068476676941,57.77579879760742,0.2,-0.0030727275780009222,98.0975753441453,-0.7289879282470793,512,0.04168701171875,0.0004781546666666667,0.005815968
2080,64,757.17,135168,122.89975222999998,66,0.7041205167770386,72.56988525390625,0.2,-0.001075748437870061,130.09661059454083,-0.7044816862326115,520,0.00189208984375,0.0004778133333333333,0.0038118032
2083,65,733.47,137216,128.74159651,67,0.6651195287704468,58.68046188354492,0.2,-0.002059267590084346,134.37502560019493,-0.7006894387304783,528,0.0140380859375,0.000477472,0.0032674475
2083,66,711.73,139264,136.50087144,68,0.8412972688674927,25.225818634033203,0.2,-0.0037917638601356884,87.89896548166871,-0.6386694964021444,536,0.02691650390625,0.0004771306666666667,0.003672687
2081,67,715.11,141312,138.64630879,69,0.5806865692138672,35.66697311401367,0.2,-0.002816742708091624,69.92384115047753,-0.702722979709506,544,0.01373291015625,0.00047678933333333335,0.0042496426
2084,68,693.52,143360,143.39996055999998,70,0.7230449914932251,10.140206336975098,0.2,-0.0033539473897690186,45.30316894501448,-0.6950744320638478,552,0.0263671875,0.000476448,0.0038683861
2089,69,686.9,145408,145.09987589,71,0.7040232419967651,14.944851875305176,0.2,-0.004210672459521447,85.6836145222187,-0.7022417325060815,560,0.0322265625,0.0004761066666666667,0.0050178412
2092,70,694.49,147456,143.61356859,72,0.7463400363922119,16.58548927307129,0.2,-0.0013090547763567884,21.484242491424084,-0.6964153540320694,568,0.04156494140625,0.00047576533333333333,0.006377166
2098,71,681.56,149504,146.57022171,73,0.8959544897079468,23.37380027770996,0.2,0.0021449281703098677,15.657281313324347,-0.6934631424956024,576,0.09454345703125,0.000475424,0.010503721
2102,72,674.21,151552,148.70872155,74,0.7940672636032104,4.1297736167907715,0.2,-0.003160880505674868,34.04646582528949,-0.7531082800123841,584,0.0816650390625,0.0004750826666666667,0.008473109
2111,72,662.29,153600,151.26541831,75,0.7463315725326538,50.35970687866211,0.2,-0.0034516410414653365,95.1018678508699,-0.6129166088066995,592,0.02166748046875,0.00047474133333333336,0.0036314004
2117,73,648.59,155648,154.31497964,76,0.7385250329971313,41.68296432495117,0.2,-0.004911587680908269,116.17303028702736,-0.7009044697042555,600,0.04534912109375,0.0004744,0.008825191
2125,74,624.31,157696,153.35402747,77,0.825639545917511,15.233623504638672,0.2,-0.004873769594269106,54.9821039494127,-0.6379197670612484,608,0.10345458984375,0.0004740586666666667,0.010500089
2126,75,595.47,159744,153.15077245,78,0.7631020545959473,57.134971618652344,0.2,-0.002481341150996741,138.08046993333846,-0.7242431999184191,616,0.06414794921875,0.00047371733333333334,0.009502735
2126,76,586.86,161792,157.00383926,79,0.6719511151313782,82.06167602539062,0.2,-0.003140192175123957,195.3155870437622,-0.7015387068968266,624,0.014892578125,0.000473376,0.005944821
2132,76,568.18,163840,158.24679535,80,0.6981403827667236,3.4447410106658936,0.2,-0.004519406422332395,61.792943732813,-0.587679396267049,632,0.06591796875,0.0004730346666666667,0.008760361
2135,77,555.63,165888,160.97427884,81,0.7822762727737427,28.269018173217773,0.2,-0.0031430185672434163,61.579961732029915,-0.7110710942652076,640,0.04583740234375,0.00047269333333333337,0.0050096344
2138,78,548.01,167936,166.46959938,82,0.9111289978027344,4.825923919677734,0.2,-0.0013282170111779124,17.5803346876055,-0.6366282880771905,648,0.0926513671875,0.000472352,0.0077093006
2141,79,530.53,169984,163.84462363000003,83,0.7496899366378784,13.065665245056152,0.2,-0.002447369934998278,89.81979301013052,-0.7076926259323955,656,0.0439453125,0.0004720106666666667,0.0041096495
2147,80,497.56,172032,161.35209149000002,84,0.6323288679122925,27.794050216674805,0.2,-0.002749685719209083,179.34994432888925,-0.674492321908474,664,0.0546875,0.00047166933333333335,0.008077241
2147,81,491.1,174080,164.73294912999998,85,0.736775815486908,24.696338653564453,0.2,-0.0025218567561751115,121.84990426525474,-0.6652633256744593,672,0.0274658203125,0.000471328,0.004451267
2151,81,469.31,176128,169.63065994000002,86,0.7236039042472839,9.128961563110352,0.2,-0.0049658811312838225,77.43483369797468,-0.6491695481818169,680,0.11798095703125,0.00047098666666666665,0.014531524
2156,82,463.82,178176,164.09612194999997,87,0.8507694005966187,13.093497276306152,0.2,-0.0031883319024927914,40.03425497189164,-0.6619496906641871,688,0.07342529296875,0.0004706453333333334,0.006654777
2158,83,456.54,180224,164.38417417999997,88,0.6935931444168091,51.62910461425781,0.2,-0.0029476916142812115,167.56994013115764,-0.6649040610063821,696,0.0584716796875,0.000470304,0.005250606
2152,84,463.9,182272,160.24029883,89,0.8071595430374146,22.114452362060547,0.2,-0.004978531866981939,68.44353687483817,-0.6391566772945225,704,0.05133056640625,0.0004699626666666666,0.005771653
2145,85,468.99,184320,158.38416847,90,0.5510762333869934,11.915035247802734,0.2,-0.0012954829799127765,171.58996622264385,-0.6630593221634626,712,0.0462646484375,0.00046962133333333336,0.0042629247
2148,86,471.0,186368,156.41021644999998,91,0.4810059070587158,68.47582244873047,0.2,-0.0036846060102107003,56.05998984351754,-0.6064030341804028,720,0.0460205078125,0.00046928,0.0073554306
2149,87,464.09,188416,156.09800724,92,0.8369802236557007,21.43691635131836,0.2,-0.0011243020180700114,16.807903786189854,-0.649762149900198,728,0.135498046875,0.00046893866666666666,0.013903537
2149,88,466.97,190464,157.36200259999998,93,0.6849865913391113,22.525894165039062,0.2,-0.0013422117990558036,27.697512649931014,-0.593654191121459,736,0.07562255859375,0.00046859733333333333,0.0067584338
2147,89,466.73,192512,157.20384316000002,94,0.6572306156158447,26.75908660888672,0.2,-0.0032875493743631523,53.797785103321075,-0.6731867452617735,744,0.05047607421875,0.000468256,0.008996397
2146,90,455.54,194560,155.77432333000002,95,0.6342465281486511,0.9296656250953674,0.2,-0.00423222243807686,26.574712458532304,-0.6060458268038929,752,0.0887451171875,0.00046791466666666663,0.0139955925
2151,91,441.6,196608,150.04996389000001,96,0.5745503902435303,25.12165641784668,0.2,-0.0025105711010837695,125.81224064528942,-0.6150589263997972,760,0.088134765625,0.00046757333333333337,0.009180719
2150,92,440.36,198656,148.41998939,97,0.615678608417511,52.322998046875,0.2,-0.001972924189431069,147.47119206935167,-0.6938082245178521,768,0.07781982421875,0.000467232,0.007150377
2148,93,451.8,200704,143.99328000999998,98,0.7045029401779175,47.12671661376953,0.2,-0.0030277212063083425,77.71824971586466,-0.6193464586976916,776,0.04901123046875,0.00046689066666666667,0.005697603
2150,94,452.59,202752,143.65597789,99,0.871762752532959,29.642589569091797,0.2,-0.0046170557507139165,37.01792302168906,-0.6714309160597622,784,0.14080810546875,0.00046654933333333334,0.011495653
2153,95,459.42,204800,145.4197769,100,0.7183690071105957,14.410154342651367,0.2,-0.0014621336458731093,71.98773390986025,-0.5219130571931601,792,0.07049560546875,0.000466208,0.004275104
2158,95,463.87,206848,148.80131938,101,0.8408775925636292,55.13984680175781,0.2,-0.005082836434667115,69.59608796983957,-0.6262896277476102,800,0.08966064453125,0.00046586666666666664,0.0137078585
2159,96,455.32,208896,150.63879213,102,0.7839763164520264,107.14004516601562,0.2,-0.002019812436628854,85.41577240079641,-0.5910440236330032,808,0.05322265625,0.0004655253333333334,0.01629393
2160,97,461.63,210944,146.39568896,103,0.8254318833351135,16.6066837310791,0.2,-0.0035247481591795804,60.209809467196465,-0.6518644136376679,816,0.05322265625,0.000465184,0.005490048
2164,98,456.57,212992,142.70826071,104,0.6142055988311768,55.28160858154297,0.2,-0.0033758693698473508,83.43709677830338,-0.603276313864626,824,0.07012939453125,0.0004648426666666667,0.011411583
2167,99,443.69,215040,148.50210041,105,0.8296391367912292,8.24518871307373,0.2,-0.003065398363105487,47.766275810077786,-0.6877724488731474,832,0.09246826171875,0.00046450133333333335,0.012357771
2171,99,449.53,217088,145.13926676,106,0.6751435995101929,23.008625030517578,0.2,-0.0007800588864483871,115.15481206774712,-0.6388848745264113,840,0.0262451171875,0.00046416000000000003,0.003558998
2177,100,451.01,219136,145.33875146,107,0.8271640539169312,18.002456665039062,0.2,-0.003706889210661757,59.0413732836023,-0.6251634988002479,848,0.1312255859375,0.00046381866666666665,0.014393946
2178,101,451.0,221184,143.40884869,108,0.6288215517997742,10.721207618713379,0.2,-0.007789800364662369,120.72277831286192,-0.6280681297648698,856,0.10137939453125,0.0004634773333333334,0.013569305
2180,102,457.57,223232,142.90116733,109,0.8454791307449341,2.9646286964416504,0.2,-0.005140328809829953,36.27824990451336,-0.6103044322226197,864,0.088134765625,0.000463136,0.0068972083
2185,103,465.41,225280,147.29194209999997,110,0.8795466423034668,2.0036613941192627,0.2,-0.00015247962437570095,6.794612922240049,-0.6205726771149784,872,0.1553955078125,0.0004627946666666667,0.012178604
2191,103,465.94,227328,149.9423592,111,0.8541942834854126,8.858705520629883,0.2,-0.0024696599793969654,78.37884435802698,-0.5768098247935995,880,0.07220458984375,0.00046245333333333336,0.004750464
2194,104,452.0,229376,151.85452324000002,112,0.8503462672233582,17.611610412597656,0.2,-0.0031792001636858913,43.384297393262386,-0.6167011517100036,888,0.03875732421875,0.00046211200000000004,0.005041709
2198,105,451.97,231424,150.18656457999998,113,0.9086387157440186,5.530826568603516,0.2,-0.003013598930920125,47.49910535663366,-0.5226166439242661,896,0.04913330078125,0.00046177066666666666,0.0059083113
2199,106,444.35,233472,149.05809126000003,114,0.8917856812477112,2.8546199798583984,0.2,-0.0020543107712001074,51.55232550017536,-0.5923727112822235,904,0.0550537109375,0.0004614293333333334,0.005421488
2203,106,441.24,235520,146.74193911,115,0.8434233665466309,37.38148498535156,0.2,-0.0020219581410856335,62.55280909501016,-0.4739467678591609,912,0.0447998046875,0.000461088,0.00820121
2208,107,434.58,237568,147.92775699,116,0.7100119590759277,36.51262283325195,0.2,-0.0011301335543976165,139.690209697932,-0.5692301507806405,920,0.0335693359375,0.00046074666666666664,0.003591649
2211,108,431.48,239616,152.94982277000003,117,0.9130364060401917,23.57360076904297,0.2,-0.0005332722994353389,66.80097686313093,-0.634715314488858,928,0.040771484375,0.00046040533333333337,0.0031859528
2216,109,439.73,241664,153.42593922000003,118,0.8943988084793091,18.63983154296875,0.2,-0.0026425804562677513,47.759682888165116,-0.5657190514029935,936,0.0389404296875,0.00046006400000000005,0.004894937
2219,109,428.04,243712,157.87778665999997,119,0.8624957203865051,6.389562129974365,0.2,0.0010600285713735502,21.8683587545529,-0.621593180578202,944,0.074462890625,0.00045972266666666667,0.007656659
2218,110,423.51,245760,161.62373879999998,120,0.8924002051353455,14.86484146118164,0.2,-0.0008754945229156874,26.56755112297833,-0.5739093382144347,952,0.105712890625,0.0004593813333333333,0.011598746
2219,111,417.14,247808,162.45794106,121,0.9342265129089355,1.0921454429626465,0.2,-0.0014710339237353764,18.000293505378067,-0.5937380573013797,960,0.0579833984375,0.00045904,0.004758238
2223,112,421.27,249856,162.56581601000002,122,0.8818587064743042,8.53720474243164,0.2,-0.003040886467715609,47.98282628506422,-0.5150029879296198,968,0.0582275390625,0.00045869866666666665,0.008513326
2226,113,417.62,251904,162.56636597,123,0.9247130155563354,14.558635711669922,0.2,-0.0032676979317329824,47.74540165066719,-0.5959412431111559,976,0.07818603515625,0.0004583573333333333,0.008001072
2229,113,423.04,253952,167.82412953000002,124,0.7197662591934204,28.711593627929688,0.2,-0.0009734709028634825,88.91611069627106,-0.5484511806862429,984,0.021728515625,0.000458016,0.0025528544
2230,114,418.97,256000,174.39163510000003,125,0.8586293458938599,17.392333984375,0.2,-0.00425368784362945,60.603332720696926,-0.5550225640181452,992,0.0728759765625,0.0004576746666666667,0.0071658944
2233,115,413.68,258048,174.89518778,126,0.9296494722366333,8.26024341583252,0.2,-0.0032009455699153477,33.546802065335214,-0.5979190999642015,1000,0.10845947265625,0.0004573333333333333,0.008950348
2237,116,411.29,260096,177.06805051,127,0.6140662431716919,75.3873291015625,0.2,-0.0020622367219402804,172.40477725863457,-0.5514740373473614,1008,0.02313232421875,0.00045699200000000003,0.0036511463
2238,117,413.81,262144,179.51695615999995,128,0.9379779100418091,4.744573593139648,0.2,-0.002428567180686514,28.763906810432673,-0.5930616944096982,1016,0.0775146484375,0.00045665066666666665,0.007838499
2240,117,409.85,264192,177.35770433999997,129,0.808832049369812,12.804430961608887,0.2,-0.0023055318761180388,39.93004059419036,-0.5229148475918919,1024,0.08245849609375,0.00045630933333333333,0.00609586
2244,118,409.86,266240,174.94981611999995,130,0.8169043660163879,10.546896934509277,0.2,-0.002397599477262702,49.21729505807161,-0.5781411237549037,1032,0.0726318359375,0.000455968,0.005131517
2245,119,416.56,268288,181.32241265000002,131,0.7842472195625305,4.82998514175415,0.2,-0.0009972739080694737,52.452154827304184,-0.6099986936897039,1040,0.0576171875,0.0004556266666666667,0.0065988265
2247,120,414.63,270336,182.03762842,132,0.895104706287384,12.064444541931152,0.2,-0.0016254419915640028,34.74893030337989,-0.5711062959162518,1048,0.0587158203125,0.0004552853333333333,0.005678531
2249,121,414.07,272384,181.67672318999996,133,0.8123282790184021,6.528242111206055,0.2,-0.00025087867106776685,40.584810321219265,-0.6140616987831891,1056,0.0535888671875,0.00045494400000000004,0.0050431984
2251,121,400.21,274432,189.50930566,134,0.7122101187705994,10.11690616607666,0.2,-0.0020400726853040396,122.7207035496831,-0.6288167303428054,1064,0.021240234375,0.00045460266666666666,0.005002554
2254,122,400.63,276480,192.72136938,135,0.8842744827270508,5.12535285949707,0.2,-0.0018081160487781744,50.347873996943235,-0.5670285847736523,1072,0.05303955078125,0.00045426133333333334,0.009065421
2257,123,400.21,278528,197.92761498999997,136,0.9245983958244324,6.814644813537598,0.2,-0.005274331331747817,27.161300158128142,-0.5964105072198436,1080,0.06201171875,0.00045392,0.005231751
2259,124,397.65,280576,196.22997623999996,137,0.8595191240310669,5.416411399841309,0.2,-0.0012515785983850947,63.901922550052404,-0.5735270627774298,1088,0.060302734375,0.0004535786666666667,0.005145726
2258,125,396.67,282624,196.25575551999998,138,0.8381139039993286,9.876250267028809,0.2,0.0003703189686348196,51.31662411056459,-0.6354932889807969,1096,0.07891845703125,0.0004532373333333333,0.005508791
2259,125,397.58,284672,191.85856281,139,0.7884777784347534,1.5904730558395386,0.2,-0.0005786639430880314,31.24787374585867,-0.563970745075494,1104,0.08551025390625,0.00045289600000000005,0.014309916
2262,126,393.7,286720,195.46519385999997,140,0.5913581848144531,6.269918918609619,0.2,-0.0014038445024198154,133.819216420874,-0.5177928460761905,1112,0.06634521484375,0.00045255466666666667,0.006132039
2264,127,385.91,288768,194.03690876000002,141,0.7477257251739502,7.170968055725098,0.2,-0.0017645001980781672,41.32091560587287,-0.5174259705236182,1120,0.06689453125,0.00045221333333333335,0.0053080097
2265,128,391.32,290816,196.12800464,142,0.8292850255966187,26.5557804107666,0.2,-0.0038221368686208734,80.84254688955843,-0.5566796256462112,1128,0.103515625,0.000451872,0.009423247
2266,129,391.36,292864,196.21078444,143,0.9467319846153259,11.645793914794922,0.2,0.001071620734364842,25.709353167563677,-0.5672979349037632,1136,0.08258056640625,0.00045153066666666665,0.007212773
