episode,reward,steps,time
182,-126.31235870101136,104,0.1386880874633789
183,-166.47647534811276,134,0.17784762382507324
184,-366.692631539214,97,0.10448408126831055
185,-106.71985449865045,135,0.14922189712524414
186,-104.43510170983438,96,0.11691999435424805
187,-104.02787304414672,80,0.09075689315795898
188,-86.45808219351869,130,0.13724184036254883
189,-320.23423093673125,107,0.11661314964294434
190,-94.4281329028173,71,0.08639168739318848
191,-293.8308544197332,85,0.09486794471740723
192,-93.87035484094274,106,0.1531071662902832
193,-111.21353274619591,94,0.13263702392578125
194,-72.55461201572489,63,0.08790087699890137
195,-100.9625618624069,105,0.1599128246307373
196,-134.35360839726093,66,0.09345102310180664
197,-231.45567738673617,83,0.10077071189880371
198,-98.31381150640473,74,0.0810079574584961
199,-116.30271241444278,117,0.13780784606933594
200,-94.67299867216481,91,0.10337686538696289
201,-367.6121436259326,95,0.10366106033325195
202,-1.535864772522828,82,0.1266939640045166
203,-72.70372330204611,86,0.09827494621276855
204,-104.78774029371388,70,0.07803106307983398
205,-64.17658091616771,59,0.06586694717407227
206,-263.00435489281756,118,0.12639474868774414
207,-80.53923601347822,117,0.1314842700958252
208,-67.64825975853705,61,0.06945514678955078
209,-115.38843419632842,77,0.11312580108642578
210,-114.09981330099308,91,0.10973787307739258
211,-105.52397710948777,95,0.12233400344848633
212,-161.3556645795004,84,0.14930009841918945
213,-131.0026322715477,105,0.16296792030334473
214,-137.51427995389795,75,0.11999797821044922
215,-110.88534934292595,131,0.1671748161315918
216,-78.79430112942572,65,0.0960988998413086
217,-88.09017247021153,66,0.09101510047912598
218,-97.20071161300372,68,0.10587811470031738
219,-77.85628758173681,81,0.11049413681030273
220,-111.00305838846032,84,0.1431560516357422
221,-435.4008672117169,97,0.14035606384277344
222,-224.3951828371454,138,0.1647641658782959
223,-87.96942750274371,111,0.13561201095581055
224,-131.67452046951584,87,0.10480093955993652
225,-87.16389070613585,126,0.19243717193603516
226,38.56111430300626,81,0.11979889869689941
227,-63.07749894874256,75,0.08965587615966797
228,-123.84194686196663,113,0.12755393981933594
229,-118.10594597279247,102,0.14740991592407227
230,-117.3722457189693,114,0.1391890048980713
231,-107.0376103462951,61,0.0760347843170166
232,-67.02579481252842,94,0.1103510856628418
233,-191.7793295751003,99,0.10389399528503418
234,-84.1399353445822,80,0.08342313766479492
235,-94.99236412381117,93,0.11673188209533691
236,-212.8509774825614,74,0.08875393867492676
237,-342.76122195621474,140,0.17105603218078613
238,-87.31007170037492,69,0.09147906303405762
239,-62.56575432272187,67,0.0897207260131836
240,-139.6292831510745,67,0.08651304244995117
241,-231.74875512918067,152,0.17329192161560059
242,-82.558824267416,60,0.07229804992675781
243,-59.73009844571298,112,0.12915372848510742
244,-119.35472386436882,63,0.07833600044250488
245,-109.38817390237475,108,0.1260089874267578
246,-16.972962961471737,92,0.10344338417053223
247,-129.20169603210508,120,0.14139699935913086
248,-120.06685569321316,70,0.09388089179992676
249,-214.70758508994152,69,0.13036394119262695
250,-71.23502763660564,61,0.07096099853515625
251,-106.76669246833723,65,0.0794229507446289
252,-334.7283027713825,148,0.17084217071533203
253,-148.88096951478312,98,0.13188982009887695
254,-97.52598934214998,71,0.0860908031463623
255,-71.18037460291198,81,0.09686517715454102
256,-120.47955158031131,110,0.13602495193481445
257,-17.400558239140082,97,0.11327385902404785
258,-120.59145972823168,145,0.18024492263793945
259,-103.91088284860999,112,0.13590407371520996
260,-119.9817072003317,108,0.15144610404968262
261,-92.32298560114873,72,0.09029030799865723
262,-2.5302202695189777,109,0.12795710563659668
263,-117.05425375789784,58,0.06999707221984863
264,-143.09539474244636,79,0.16797804832458496
265,-83.6939668385244,72,0.11754298210144043
266,-52.43918871156363,66,0.11162209510803223
267,-73.01352425520874,83,0.12063479423522949
268,-212.92119415513127,115,0.19968605041503906
269,-265.6847555935757,147,0.22176265716552734
270,-253.72941678484543,109,0.13658499717712402
271,-300.0715803688062,79,0.09328699111938477
272,-154.3298230449012,106,0.12147283554077148
273,-189.52165253868273,73,0.18253207206726074
274,-154.4044779128181,104,0.20054006576538086
275,-167.9294122231654,93,0.12796688079833984
276,-120.92890323455877,109,0.18872714042663574
277,-107.21868577050866,79,0.09824275970458984
278,-275.4197458821219,133,0.2231450080871582
279,-75.69393086754296,99,0.13836002349853516
280,-121.22178597076702,110,0.13715219497680664
281,-111.27765779541879,115,0.1327979564666748
282,-98.13349735768246,63,0.07645893096923828
283,-60.219551441028145,62,0.10654377937316895
284,-367.96049046439225,137,0.19973087310791016
285,-114.50879139506061,88,0.16527009010314941
286,-135.16001710248065,124,0.15225481986999512
287,-83.20953059733324,130,0.1641678810119629
288,-337.9705892454556,103,0.14416837692260742
289,-147.86208892947906,96,0.10228419303894043
290,-117.7872255345856,72,0.09102582931518555
291,-210.66234663301685,67,0.11076974868774414
292,-142.96494719847635,84,0.11682295799255371
293,-276.32842121142244,117,0.13718676567077637
294,-78.44971435501688,64,0.07815790176391602
295,-497.94489613918665,97,0.12378597259521484
296,-48.72619387677227,65,0.07927179336547852
297,-126.30243073678257,117,0.2544748783111572
298,-91.32240393440233,81,0.11570310592651367
299,-81.98588746533218,94,0.12475013732910156
300,-286.8441090488352,109,0.1381690502166748
301,-41.12565267250051,71,0.10220599174499512
302,-177.18719280565523,64,0.08788490295410156
303,-55.39836225271261,108,0.13188791275024414
304,-142.1728838753511,120,0.15273118019104004
305,-120.26937661916986,78,0.10628604888916016
306,-130.2380774522856,124,0.18198585510253906
307,-101.00442246910205,86,0.3128519058227539
308,-146.7930164057094,77,0.1143348217010498
309,-107.27408236860661,76,0.0891420841217041
310,-183.88860164749443,109,0.12146687507629395
311,-184.8724691221296,74,0.08175516128540039
312,-120.96669201326303,102,0.13267302513122559
313,-95.15121994469011,132,0.17064309120178223
314,-111.49423533698813,80,0.0938718318939209
315,-87.0760424062913,109,0.16612887382507324
316,-174.84970711309052,156,0.19757485389709473
317,-106.8162312316218,89,0.12173199653625488
318,-209.90387253379083,79,0.09942770004272461
319,-173.6575243326041,105,0.12393903732299805
320,-220.82452249243448,116,0.12526702880859375
321,-145.7268106161531,89,0.10455489158630371
322,-69.70213031437106,65,0.08009600639343262
323,-106.899837794767,94,0.1205286979675293
324,-100.7783775034251,78,0.10693693161010742
325,-76.90979091566177,106,0.12760186195373535
326,-94.9684760232451,66,0.09374690055847168
327,-120.98367853954387,91,0.12037205696105957
328,-79.61519179706532,77,0.10154914855957031
329,-208.98114356123955,100,0.12142109870910645
330,-106.07437229681332,57,0.082366943359375
331,-109.72304093812443,70,0.09033393859863281
332,-114.67068152207837,118,0.1578369140625
333,-74.21184373737967,72,0.09406208992004395
334,-88.90706074796184,78,0.11046409606933594
335,-300.4323927369747,112,0.14072299003601074
336,-202.54828916068863,107,0.15389204025268555
337,-95.59217150309465,110,0.13361883163452148
338,-147.75890128282916,133,0.24593019485473633
339,-136.78049410475222,97,0.12118196487426758
340,-135.31983842429355,117,0.1280679702758789
341,-240.5101279941912,97,0.11515021324157715
342,-95.82837025773709,98,0.11865711212158203
343,-81.77179394787413,110,0.12361335754394531
344,-210.00519835680723,112,0.12639093399047852
345,-36.83227489917075,74,0.08425211906433105
346,-138.0484957409891,93,0.12697601318359375
347,-261.8579585697548,106,0.12531566619873047
348,-108.0247690063604,92,0.12103915214538574
349,-79.21106806535155,67,0.08641409873962402
350,-101.25538697490045,105,0.14864110946655273
351,-122.08589329711145,60,0.10017609596252441
352,-134.44302059295737,94,0.1285111904144287
353,-190.77015462624723,122,0.15385079383850098
354,-52.31877162339785,78,0.1123189926147461
355,-80.32564427754896,115,0.14671897888183594
356,-113.79736766357199,81,0.10300731658935547
357,-111.75749132641188,68,0.13302206993103027
358,-59.755238201906124,69,0.10829639434814453
359,-144.53827510481065,104,0.1450059413909912
360,-183.48559297033697,97,0.11760497093200684
361,-265.75974464818614,77,0.08508992195129395
362,-179.35633199318278,91,0.10934805870056152
363,-139.7915744763176,64,0.07364106178283691
364,-196.51554953326914,95,0.12500715255737305
365,-72.66272921750706,97,0.11237287521362305
366,-283.2595779076446,100,0.14658379554748535
367,-21.019698302767438,71,0.11202812194824219
368,-56.58408603892009,70,0.08684086799621582
369,-126.96902453679083,98,0.12935495376586914
370,-101.10126292061344,96,0.11520195007324219
371,-316.40394751329626,102,0.15748000144958496
372,-364.16753336796364,74,0.09669613838195801
373,-120.64170794240756,75,0.12969398498535156
374,-159.9748049870556,119,0.21499991416931152
375,-101.08556311106003,94,0.14876008033752441
376,-122.54960982413796,101,0.15543603897094727
377,-103.14195969219362,83,0.10626816749572754
378,-212.5910213488562,77,0.09349894523620605
379,-115.51492755088594,65,0.08327865600585938
380,-154.90334883961594,96,0.11056017875671387
381,-68.8341238104133,85,0.10681414604187012
382,-178.90646744521788,112,0.29990506172180176
383,-221.92782206149246,109,0.12443900108337402
384,-108.60163267975324,102,0.11785674095153809
385,-122.16185877150237,104,0.12996697425842285
386,-92.13527565765504,103,0.11176609992980957
387,-124.33882921476035,85,0.10486602783203125
388,-69.94770374648829,78,0.09157991409301758
389,-94.7912139957568,71,0.07656383514404297
390,-241.0261000028879,97,0.12532830238342285
391,-58.68264335570995,72,0.12038516998291016
392,-122.00240967485009,92,0.1420300006866455
393,-82.5828707807074,102,0.24950695037841797
394,-102.57598162038397,81,0.09877705574035645
395,-291.55986226212303,84,0.09208202362060547
396,-408.0914554156029,89,0.09912896156311035
397,-155.3753945296974,77,0.0927269458770752
398,-320.0663356811415,91,0.10944724082946777
399,-111.33046390507354,122,0.14081883430480957
400,-77.5977586576734,70,0.10274004936218262
401,-139.83396993069886,124,0.1543428897857666
402,-111.06763065530234,78,0.11464214324951172
403,-96.58372797754757,87,0.1310281753540039
404,-49.93316252612785,60,0.07788705825805664
405,-160.91637074297003,114,0.17990708351135254
406,-76.03051414521178,71,0.07862687110900879
407,-131.87411953796618,85,0.09009504318237305
408,-116.56538094814863,90,0.09294390678405762
409,-126.86201921193731,93,0.10075902938842773
410,-179.64348645997308,130,0.13893699645996094
411,-108.2849592558648,60,0.09211087226867676
412,-144.8626476072846,125,0.16185688972473145
413,-115.83115525506291,76,0.08518481254577637
414,-212.00519527737282,102,0.1063988208770752
415,-202.51750018248646,102,0.1051778793334961
416,-137.0170640021317,105,0.13336610794067383
417,-131.2096871600468,61,0.08413219451904297
418,-228.73937229113272,93,0.140031099319458
419,-94.13567224756012,75,0.09520721435546875
420,-38.86036432490645,77,0.10085415840148926
421,-104.17982911821296,136,0.1867818832397461
422,-130.16184447705672,112,0.14548206329345703
423,-176.90913607533707,114,0.12844014167785645
424,-151.80931384858735,87,0.09710288047790527
425,-88.32040307192347,87,0.1109321117401123
426,-84.40704669633638,79,0.0940849781036377
427,-75.40182486844515,70,0.07930970191955566
428,-210.61154219547785,100,0.10526108741760254
429,-102.68510184208944,67,0.07097506523132324
430,-128.1912864188816,58,0.06508421897888184
431,-352.9052424349479,107,0.11333489418029785
432,-106.30052342455915,90,0.1480259895324707
433,-113.94328972027074,99,0.12436676025390625
434,-143.26334342850754,67,0.08060598373413086
435,-55.19647240508078,111,0.12253594398498535
436,-51.66887143351963,76,0.07967376708984375
437,-133.93853330573666,84,0.09063911437988281
438,-70.49230330951424,123,0.13315820693969727
439,-184.31540360646005,68,0.07603573799133301
440,-52.16314528372527,60,0.07384490966796875
441,-110.47606002679818,106,0.16084575653076172
442,-234.13072174243098,99,0.1204838752746582
443,-224.1740102861084,77,0.08205008506774902
444,-185.1600692494414,131,0.13934826850891113
445,-110.953376571771,131,0.13945508003234863
446,-83.0088962082651,69,0.07350611686706543
447,-125.40068638334418,70,0.07632303237915039
448,-77.16734725108793,101,0.10768604278564453
449,-117.70004920887429,108,0.11466717720031738
450,-103.26332820853472,122,0.1256999969482422
451,-156.60779662501704,114,0.128126859664917
452,-118.40000451959445,86,0.09539580345153809
453,-121.75743810175778,99,0.10760498046875
454,-96.53305424434227,76,0.08034086227416992
455,-138.4663861992129,112,0.1182260513305664
456,-275.9040093097897,101,0.10649514198303223
457,-111.95051439266295,81,0.08437395095825195
458,-296.22834870703883,112,0.11546897888183594
459,-63.787766629203134,82,0.08539009094238281
460,-171.73583627689936,84,0.08812308311462402
461,-89.7291022276141,66,0.08030295372009277
462,-158.76446565771965,109,0.11969876289367676
463,-96.40845951454286,87,0.09033513069152832
464,-160.523965297044,68,0.06927824020385742
465,-74.76655995094691,78,0.07842016220092773
466,-161.32511138980823,99,0.11227917671203613
467,-424.2079821124114,125,0.14038920402526855
468,-76.7879424755088,113,0.12465834617614746
469,-84.82976669939167,78,0.08305788040161133
470,-105.90328100788011,91,0.09587788581848145
471,-125.53627929516634,101,0.10859227180480957
472,-60.982774816635,72,0.07748889923095703
473,-94.12071383852953,66,0.07106804847717285
474,-110.71244994176095,129,0.13926410675048828
475,-140.9238723682088,75,0.0812077522277832
476,-108.56112704090513,96,0.1061398983001709
477,-103.37593596266353,83,0.08690810203552246
478,-268.19024670703925,94,0.09853696823120117
479,-83.55257013811891,78,0.0827639102935791
480,-142.80539639484155,126,0.12792515754699707
481,-93.3365794148221,62,0.06499314308166504
482,49.55165551178237,132,0.14228010177612305
483,-106.57791867035174,68,0.0714409351348877
484,-132.97622538570278,94,0.10196924209594727
485,-153.91453987048286,122,0.1308460235595703
486,-178.52657928421223,58,0.06498003005981445
487,-84.97348698518852,68,0.07232213020324707
488,-42.607986313130205,77,0.08548831939697266
489,-39.964457758279536,66,0.07087421417236328
490,-135.43975992580675,116,0.12920808792114258
491,-67.57671193598338,104,0.11122012138366699
492,-122.7502182619865,95,0.10562729835510254
493,-81.82386687696743,87,0.10434794425964355
494,-79.2040701184181,73,0.10117387771606445
495,-100.99205590401127,83,0.0912008285522461
496,-86.77043389042679,83,0.08434820175170898
497,-80.42449290298327,65,0.06676101684570312
498,-95.96890769077034,83,0.08439397811889648
499,-141.82806136287567,113,0.12508320808410645
500,-102.2227408008012,71,0.08308100700378418
501,-58.729971131530405,93,0.10343694686889648
502,-123.12015629397611,88,0.09305310249328613
503,-42.757807634246596,77,0.08021783828735352
504,-128.32503339040792,84,0.08687376976013184
505,-188.49901134572352,141,0.14783525466918945
506,-196.5846142151421,120,0.12450098991394043
507,-102.326878397862,77,0.08359980583190918
508,-188.42779751341465,79,0.08249211311340332
509,-257.8085949299973,111,0.11680889129638672
510,-205.48958209554348,77,0.07994794845581055
511,-95.89819463247105,112,0.11585211753845215
512,-39.86193186375533,65,0.06795382499694824
513,-96.06940908880215,122,0.12749004364013672
514,-85.18481959769801,76,0.08036184310913086
515,-78.48016771806141,64,0.06670904159545898
516,-149.25442707795446,65,0.06776905059814453
517,-135.83424904977736,142,0.15578389167785645
518,-79.70838568853807,78,0.0958719253540039
519,-96.04172186537642,76,0.08727312088012695
520,-145.0090699919147,110,0.11691594123840332
521,-229.52480593602843,71,0.07974982261657715
522,-72.78069596623001,65,0.07847762107849121
523,-55.47979382310511,84,0.09600377082824707
524,-100.36676104121612,87,0.10110878944396973
525,-91.94764908951343,91,0.10279464721679688
526,-77.2824575499105,108,0.11979889869689941
527,-71.95808252692274,79,0.0908820629119873
528,-115.46280889162202,124,0.13162016868591309
529,-129.7604732116565,108,0.1118021011352539
530,-188.30621682724393,92,0.09806203842163086
531,-70.94332199208347,85,0.09087300300598145
532,-85.27675227067115,90,0.09608602523803711
533,-73.57275661329346,71,0.07584309577941895
534,-79.731692384182,72,0.1376640796661377
535,-125.23283718870773,140,0.1616051197052002
536,-152.91021911666138,89,0.0906679630279541
537,-190.02542203602246,105,0.10867023468017578
538,-100.03879603358475,116,0.12729716300964355
539,-70.96193763083002,121,0.1293351650238037
540,-107.70236435037279,68,0.13861417770385742
541,-80.27629832882289,76,0.18609619140625
542,-84.83412482085551,104,0.3169121742248535
543,-168.0680771759251,127,0.17931318283081055
544,-228.47037098597244,85,0.0951528549194336
545,-101.07602364085429,104,0.10900092124938965
546,-122.50168802844107,104,0.10944700241088867
547,-113.66098473706379,119,0.12765812873840332
548,-78.9355203805198,138,0.14762282371520996
549,-109.77082217010734,74,0.07766079902648926
550,-136.32991928213798,107,0.11007189750671387
551,-84.94752198686533,81,0.0908501148223877
552,-86.83169569814073,98,0.10187911987304688
553,-73.02835712073366,85,0.0985252857208252
554,-31.21686187732884,76,0.08796191215515137
555,-120.07622073386777,80,0.0884389877319336
556,-90.56724220014337,74,0.08050203323364258
557,-114.80235031936994,76,0.09749817848205566
558,-348.7914069218788,119,0.24059700965881348
559,-147.3990226527806,72,0.12992000579833984
560,-213.14625480811213,72,0.1674327850341797
561,-181.34282148680126,134,0.2770881652832031
562,-148.137886025614,119,0.13888263702392578
563,-71.0046019739331,73,0.08155298233032227
564,-96.58097018813761,86,0.09819197654724121
565,-218.1691805554857,104,0.11810708045959473
566,-101.46501440084849,116,0.12945914268493652
567,-114.44140308751933,93,0.10786700248718262
568,-123.14311082611299,98,0.11349296569824219
569,-77.18507513605692,66,0.07487201690673828
570,-39.22836802799582,70,0.07575106620788574
571,-186.90360271132118,91,0.10210108757019043
572,-120.80272874030108,76,0.10579776763916016
573,-175.0619843167523,102,0.11886119842529297
574,-139.7401622081168,76,0.08430624008178711
575,-52.06944862696723,64,0.07055187225341797
576,-77.13440011677963,62,0.07319521903991699
577,-112.85397060547318,90,0.09968829154968262
578,-327.77280983297527,93,0.09591913223266602
579,-75.13560931365625,113,0.1257920265197754
580,-105.04903338195543,111,0.12051916122436523
581,-108.01945741925003,123,0.14128494262695312
582,-348.62503358443547,112,0.12504792213439941
583,-74.58642778743076,72,0.08244895935058594
584,-92.25475055449961,92,0.10105180740356445
585,-70.21782952244476,122,0.13715291023254395
586,-186.7655258371425,93,0.1066129207611084
587,-178.01222011907458,72,0.08243274688720703
588,-160.92224687625657,86,0.09544014930725098
589,-130.91157258702322,69,0.07621574401855469
590,-206.93522463297182,108,0.14933085441589355
591,-180.87060074425239,81,0.08884787559509277
592,20.92429326014549,108,0.12068724632263184
593,-52.784398231518104,63,0.06756711006164551
594,-106.080884410753,113,0.15318965911865234
595,-164.62003091818184,116,0.12849116325378418
596,-93.15068576801592,63,0.06592798233032227
597,-79.7367922957722,67,0.07219099998474121
598,-300.75502781113914,108,0.1258690357208252
599,-73.79040871316285,77,0.08518815040588379
600,-247.45218241063847,111,0.12199115753173828
601,-130.60008486819208,108,0.12714099884033203
602,-151.9530956759183,107,0.1190340518951416
603,-85.24718011459825,60,0.06690406799316406
604,-141.8585928818046,117,0.13611507415771484
605,-84.21613454321736,117,0.13895702362060547
606,-152.0636140408623,108,0.11710524559020996
607,-87.16049888368661,75,0.0864558219909668
608,-116.78618597975273,74,0.08527493476867676
609,-40.83929090938655,73,0.08173012733459473
610,-101.44383872479735,109,0.12673711776733398
611,-60.72936789314766,102,0.11715388298034668
612,-87.8075099734871,104,0.11290884017944336
613,-114.81764340932928,87,0.10213708877563477
614,-93.53398249945103,79,0.08911585807800293
615,-113.07983225825144,94,0.10655593872070312
616,-168.47152884792558,112,0.11424875259399414
617,-73.99567377073106,104,0.11511087417602539
618,-106.2666622328782,109,0.12148022651672363
619,-76.15326216945527,94,0.09816098213195801
620,-277.39144407529,113,0.12936019897460938
621,-97.45470029232223,63,0.06989097595214844
622,-55.47144181397199,69,0.07754206657409668
623,-279.19111986908524,118,0.1313328742980957
624,-128.7085650180112,111,0.12898826599121094
625,-77.46494617379638,82,0.14244914054870605
626,-106.76900785424559,113,0.1497342586517334
627,-104.84695159462329,90,0.11789298057556152
628,-125.6856508719057,91,0.10064315795898438
629,-227.91026137975638,105,0.11596202850341797
630,-114.06778527050295,80,0.09530210494995117
631,-107.52963588045172,116,0.1249227523803711
632,-68.7542158794295,61,0.06261491775512695
633,-172.17896638835316,101,0.1109609603881836
634,-54.484628461550564,60,0.06871581077575684
635,-94.74551123770185,69,0.07702398300170898
636,-108.44323467130475,87,0.09950375556945801
