time/total_timesteps,time/fps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/loss,train/n_updates,train/learning_rate,train/clip_fraction,train/value_loss,train/clip_range
1792,2883,-225.92222664705884,14,103.41176470588235,0,0.0007494316669180989,0.0009691976,-0.03495311737060547,-1.3520253896713257,785.434814453125,52,0.001,0.0,2654.828483581543,0.2
1920,2887,-219.72372627777779,15,103.22222222222223,0,-0.006924497429281473,0.0015981696,0.08787357807159424,-1.3701421990990639,608.986328125,56,0.001,0.0,1170.9606399536133,0.2
2048,2882,-226.0439999473684,16,104.15789473684211,0,-0.009216718724928796,0.003405524,0.06931108236312866,-1.3467399775981903,339.3545227050781,60,0.001,0.009765625,565.8900318145752,0.2
2176,2879,-216.1064689047619,17,102.76190476190476,0,-0.002571560558862984,0.0005073459,-0.09331881999969482,-1.3543736636638641,1672.3021240234375,64,0.001,0.0,2747.2459030151367,0.2
2304,2883,-216.91154004545453,18,103.0,0,-0.00678612821502611,0.0012492021,-0.01031637191772461,-1.3242118284106255,192.0438995361328,68,0.001,0.0,590.5193309783936,0.2
2432,2886,-204.983144125,19,101.25,0,-0.003561575780622661,0.0015902212,-0.0014771223068237305,-1.3372634649276733,433.7199401855469,72,0.001,0.0,1117.8586921691895,0.2
2560,2895,-200.24256456,20,100.16,0,-0.007815746997948736,0.0026953206,-0.0861670970916748,-1.300777144730091,398.8914489746094,76,0.001,0.005859375,1262.3905792236328,0.2
2688,2894,-193.23677996296297,21,98.81481481481481,0,-0.01480342517606914,0.007946489,0.017650246620178223,-1.2909483388066292,316.3479919433594,80,0.001,0.041015625,523.8472604751587,0.2
2816,2897,-189.99699024999998,22,98.35714285714286,0,-0.004529269877821207,0.0049927905,0.02623903751373291,-1.2600986063480377,373.6816101074219,84,0.001,0.00390625,582.5824728012085,0.2
2944,2898,-187.93732503448274,23,98.62068965517241,1,-0.0174846057780087,0.0053519574,-0.010622143745422363,-1.2720240876078606,237.9999542236328,88,0.001,0.01171875,334.5696382522583,0.2
3072,2901,-184.68845274193544,24,98.12903225806451,1,-0.013347781379707158,0.016750155,0.01354604959487915,-1.2203742861747742,157.6038360595703,92,0.001,0.166015625,314.16122913360596,0.2
3200,2902,-181.6934615625,25,97.78125,1,-0.007323218742385507,0.005604958,0.008060216903686523,-1.2527894601225853,333.9598083496094,96,0.001,0.033203125,784.9285736083984,0.2
3328,2903,-178.07265614705884,26,97.38235294117646,1,-0.025755578593816608,0.038953863,0.008646905422210693,-1.2174666747450829,126.74238586425781,100,0.001,0.22265625,336.5953016281128,0.2
3456,2905,-174.4945917714286,27,97.05714285714286,1,-0.015325123677030206,0.006533815,0.009168863296508789,-1.1586616784334183,174.57237243652344,104,0.001,0.03515625,548.1808605194092,0.2
3584,2905,-173.00176732432433,28,96.54054054054055,1,-0.01184220757568255,0.005739246,0.0029439926147460938,-1.2011683657765388,195.55419921875,108,0.001,0.01953125,320.2073669433594,0.2
3712,2904,-169.5384552105263,29,96.34210526315789,1,-0.0064717783825472,0.005482527,0.024778008460998535,-1.2378371953964233,726.9619140625,112,0.001,0.017578125,1322.4269218444824,0.2
3840,2907,-166.15122035897437,30,96.33333333333333,1,-0.012808996019884944,0.0068720905,0.02888953685760498,-1.238590732216835,125.99677276611328,116,0.001,0.01953125,197.94259023666382,0.2
3968,2907,-163.66455207500002,31,96.925,1,-0.007117378350812942,0.013457558,0.04106426239013672,-1.2283111363649368,128.615966796875,120,0.001,0.10546875,293.6953926086426,0.2
4096,2910,-159.30396107142857,32,96.73809523809524,1,-0.015416746609844267,0.007327117,0.10211914777755737,-1.2184143885970116,161.9933624267578,124,0.001,0.005859375,401.1466884613037,0.2
4224,2910,-154.17629631818184,33,95.77272727272727,1,-0.012089898809790611,0.003821537,0.14135587215423584,-1.3007160052657127,324.2081604003906,128,0.001,0.015625,526.8520374298096,0.2
4352,2911,-152.20722011111113,34,96.02222222222223,1,-0.005032071843743324,0.0043357755,0.18879973888397217,-1.194902017712593,138.33871459960938,132,0.001,0.005859375,383.494101524353,0.2
4480,2912,-152.08259880434784,35,95.6304347826087,1,-0.009849053341895342,0.006990651,0.2427060604095459,-1.3071326985955238,84.45865631103516,136,0.001,0.017578125,184.02229237556458,0.2
