time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/fps,train/entropy_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/clip_fraction,train/loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/n_updates
1,4096,100.275,32,-99.31761144999999,2706,-1.2575375139713287,0.13198095560073853,0.0024348209,0.001,0.005859375,52.916526794433594,-0.0083188712305855,169.72704672813416,0.2,124
1,4224,100.85365853658537,33,-98.056255,2707,-1.2340104952454567,0.25549811124801636,0.007834782,0.001,0.04296875,72.56365203857422,-0.014843551791273057,175.25087451934814,0.2,128
1,4352,101.45238095238095,34,-96.817426,2703,-1.242740660905838,0.41423290967941284,0.0047311787,0.001,0.005859375,52.27182388305664,-0.0130415556486696,235.32082319259644,0.2,132
1,4480,101.45238095238095,35,-96.817426,2669,-1.1621785163879395,0.02313774824142456,0.0042205895,0.001,0.0078125,128.5208740234375,-0.002257510437630117,403.33603286743164,0.2,136
1,4608,105.37209302325581,36,-97.45910969767442,2644,-1.091073639690876,0.841644823551178,0.001485195,0.001,0.0,8.929213523864746,-0.001924743875861168,67.08682954311371,0.2,140
1,4736,105.4090909090909,37,-95.40617359090908,2649,-1.0952890291810036,0.20691049098968506,0.009517704,0.001,0.0625,301.30169677734375,-0.018415019963867962,611.7089729309082,0.2,144
1,4864,105.55555555555556,38,-94.47484586666666,2646,-1.2102708145976067,0.18531811237335205,0.0179121,0.001,0.11328125,32.99384307861328,-0.01972480840049684,189.59440565109253,0.2,148
1,4992,106.30434782608695,39,-104.11934586956521,2638,-1.0196793042123318,0.3716121315956116,0.0069293045,0.001,0.03515625,705.4524536132812,-0.007344250800088048,1419.1539840698242,0.2,152
1,5120,106.3125,40,-107.372577375,2640,-0.9818986244499683,0.1519618034362793,0.0019151773,0.001,0.00390625,1783.844482421875,-0.0053501666989177465,3372.0499267578125,0.2,156
1,5248,105.65306122448979,41,-106.63096728571429,2644,-1.1564642265439034,0.27097636461257935,0.020145174,0.001,0.13671875,147.52627563476562,-0.022061555937398225,356.8139314651489,0.2,160
2,5376,107.3,42,-107.69018196,2633,-1.1308259218931198,0.1742103099822998,0.0022688773,0.001,0.0,77.09461975097656,-0.003589478088542819,267.68879985809326,0.2,164
2,5504,107.3,43,-107.69018196,2633,-0.9838475920259953,0.03781551122665405,0.00097168144,0.001,0.0,264.032470703125,-0.00012883997987955809,665.2260780334473,0.2,168
2,5632,109.88235294117646,44,-107.32915817647059,2618,-1.0875781029462814,-0.42963480949401855,0.009981584,0.001,0.048828125,40.37512969970703,-0.010059346677735448,108.64308261871338,0.2,172
2,5760,109.88461538461539,45,-105.94333857692308,2621,-1.1649334728717804,0.4136229157447815,0.02465704,0.001,0.138671875,15.837763786315918,-0.011582359264139086,147.51576125621796,0.2,176
2,5888,110.45283018867924,46,-104.88058096226416,2620,-1.1756391301751137,0.3478621244430542,0.001426647,0.001,0.0,120.0751724243164,-0.007366170757450163,198.01487064361572,0.2,180
2,6016,110.45283018867924,47,-104.88058096226416,2617,-1.1411988735198975,0.41840308904647827,0.012506437,0.001,0.099609375,20.60841178894043,-0.014615852385759354,97.27743482589722,0.2,184
2,6144,111.77777777777777,48,-103.6690563888889,2618,-1.2540808618068695,0.7847814559936523,0.0055533224,0.001,0.0,21.2762508392334,-0.013215839629992843,90.40513038635254,0.2,188
2,6272,112.18181818181819,49,-103.10243652727273,2620,-1.0375882163643837,0.3966822028160095,0.0022950387,0.001,0.001953125,229.662109375,-0.0042875505750998855,322.7040328979492,0.2,192
2,6400,112.35714285714286,50,-101.97087617857142,2622,-1.188692681491375,0.34024226665496826,0.0011428865,0.001,0.0,317.37652587890625,-0.003719370113685727,458.83590507507324,0.2,196
2,6528,113.03508771929825,51,-100.24138784210524,2622,-1.1289702877402306,0.6570067405700684,0.0011139652,0.001,0.001953125,33.176029205322266,-0.007439367414917797,168.91118741035461,0.2,200
2,6656,112.52542372881356,52,-97.48387477966101,2623,-1.0689163878560066,0.674554705619812,0.0038105608,0.001,0.00390625,28.79177474975586,-0.00659371551591903,129.31248879432678,0.2,204
2,6784,112.63333333333334,53,-96.39589329999998,2622,-1.1297912895679474,0.6586433053016663,0.003017154,0.001,0.01171875,31.079431533813477,-0.011202409863471985,224.67935252189636,0.2,208
2,6912,112.63333333333334,54,-96.39589329999998,2616,-1.225915566086769,0.5561507940292358,0.0040862574,0.001,0.001953125,87.65673828125,-0.010302565060555935,345.51220417022705,0.2,212
2,7040,113.59016393442623,55,-94.6642854262295,2616,-1.0470652729272842,0.9173231720924377,0.0053483266,0.001,0.009765625,16.830263137817383,-0.008017612213734537,61.66965675354004,0.2,216
2,7168,113.59016393442623,56,-94.6642854262295,2600,-0.9666921757161617,0.7188107967376709,0.008468595,0.001,0.029296875,88.15801239013672,-0.008999294019304216,210.1173620223999,0.2,220
2,7296,113.59016393442623,57,-94.6642854262295,2570,-0.9870963841676712,0.2529680132865906,0.028874086,0.001,0.18359375,11.703352928161621,-0.015961178694851696,33.001832365989685,0.2,224
2,7424,118.75806451612904,58,-93.88334587096774,2551,-0.984805840998888,-0.1062171459197998,0.0076233773,0.001,0.0625,21.88151741027832,-0.003941691596992314,39.007638454437256,0.2,228
2,7552,118.75806451612904,59,-93.88334587096774,2542,-1.0977321192622185,0.7676318883895874,0.0024484992,0.001,0.02734375,144.09133911132812,0.010330804972909391,297.1637773513794,0.2,232
3,7680,118.75806451612904,60,-93.88334587096774,2503,-0.9934504963457584,0.8862079977989197,0.021209396,0.001,0.142578125,14.521967887878418,-0.01870035845786333,34.76442509889603,0.2,236
3,7808,118.75806451612904,61,-93.88334587096774,2437,-1.2288928925991058,0.017007887363433838,0.017176116,0.001,0.05859375,48.817405700683594,-0.017034353455528617,125.02706670761108,0.2,240
3,7936,118.75806451612904,62,-93.88334587096774,2370,-1.1740115359425545,0.1522367000579834,0.037337434,0.001,0.392578125,28.6546573638916,-0.03056101792026311,64.50593757629395,0.2,244
3,8064,118.75806451612904,63,-93.88334587096774,2315,-1.0146235786378384,0.2653430104255676,0.013852123,0.001,0.107421875,79.2248764038086,-0.00962814741069451,171.79742050170898,0.2,248
3,8192,118.75806451612904,64,-93.88334587096774,2269,-1.0514507740736008,0.8139561414718628,0.04933342,0.001,0.126953125,0.80124431848526,-0.006070375035051256,7.678212031722069,0.2,252
3,8320,118.75806451612904,65,-93.88334587096774,2232,-1.0030131228268147,0.915282130241394,0.0691251,0.001,0.439453125,0.9658395648002625,-0.010398377082310617,13.36983534693718,0.2,256
3,8448,132.74603174603175,66,-92.03002993650794,2225,-0.9395714960992336,-0.4078795909881592,0.04976047,0.001,0.24609375,0.5643770098686218,-0.002842252259142697,3.2605668380856514,0.2,260
3,8576,132.65625,67,-91.25550703125,2229,-1.0953787043690681,0.9741309285163879,0.008539477,0.001,0.0546875,2.812199592590332,-0.006315466365776956,11.715815007686615,0.2,264
3,8704,132.83076923076922,68,-90.9724015846154,2233,-1.135209560394287,0.5384204387664795,0.026296778,0.001,0.32421875,206.72500610351562,-0.01368543948046863,528.1585941314697,0.2,268
3,8832,132.83076923076922,69,-90.9724015846154,2232,-1.1905137300491333,0.6907573938369751,0.00082097854,0.001,0.0,305.4102478027344,-0.0006235300097614527,544.5749969482422,0.2,272
4,8960,135.27272727272728,70,-90.71757646969697,2222,-1.0415951274335384,0.5003653764724731,0.010385557,0.001,0.03515625,7.06151008605957,-0.0061720439698547125,28.763547658920288,0.2,276
4,9088,135.27272727272728,71,-90.71757646969697,2224,-1.0899660289287567,0.8056632876396179,0.0027288003,0.001,0.0,119.89141845703125,-0.0058742312248796225,298.8016014099121,0.2,280
4,9216,135.77611940298507,72,-92.7155072238806,2228,-0.898427277803421,-0.19839882850646973,0.008901325,0.001,0.044921875,95.5682601928711,-0.009011156507767737,285.28404808044434,0.2,284
4,9344,136.26470588235293,73,-93.02784698529412,2232,-1.1176842078566551,-0.12914574146270752,0.0049548876,0.001,0.01171875,269.5701599121094,-0.002308632363565266,667.0342481136322,0.2,288
4,9472,136.26470588235293,74,-93.02784698529412,2231,-1.099990576505661,0.656144380569458,0.0021536355,0.001,0.0,261.7771301269531,-0.002141448436304927,581.2777462005615,0.2,292
4,9600,138.81159420289856,75,-94.89939733333334,2223,-1.0166004300117493,0.10859346389770508,0.027824087,0.001,0.373046875,36.3627815246582,-0.01956066890852526,67.9817430973053,0.2,296
4,9728,138.81159420289856,76,-94.89939733333334,2228,-0.9960386902093887,-0.1272571086883545,0.00050051836,0.001,0.0,477.0274963378906,0.000980439072009176,1259.8200149536133,0.2,300
4,9856,140.37142857142857,77,-94.01889775714287,2224,-0.9862130768597126,0.6983408331871033,0.011699127,0.001,0.2578125,6.8057756423950195,-0.03252887190319598,14.546781718730927,0.2,304
4,9984,140.37142857142857,78,-94.01889775714287,2227,-1.15265554189682,0.6043941974639893,0.013749305,0.001,0.05078125,62.166900634765625,-0.006700777099467814,142.40718483924866,0.2,308
4,10112,140.37142857142857,79,-94.01889775714287,2212,-0.9108898602426052,0.5767292976379395,0.03174054,0.001,0.361328125,1.6820731163024902,-0.020652361738029867,3.770269066095352,0.2,312
4,10240,140.37142857142857,80,-94.01889775714287,2174,-1.0208207815885544,0.5171325206756592,0.025672931,0.001,0.22265625,6.785478591918945,0.001036102999933064,16.686834573745728,0.2,316
4,10368,144.77464788732394,81,-94.40536809859157,2162,-1.1620192900300026,0.11507177352905273,0.01596513,0.001,0.142578125,5.451686382293701,-0.010837654233910143,23.312244772911072,0.2,320
4,10496,144.77464788732394,82,-94.40536809859157,2159,-0.8589711934328079,0.7233752012252808,0.006553276,0.001,0.03515625,220.91677856445312,-0.008215294335968792,348.36148738861084,0.2,324
4,10624,144.77464788732394,83,-94.40536809859157,2142,-1.1214928776025772,0.6744570732116699,0.0009775166,0.001,0.0,13.81617546081543,-0.0019569782307371497,43.04516792297363,0.2,328
5,10752,144.77464788732394,84,-94.40536809859157,2119,-1.023175772279501,0.4461825489997864,0.0036451626,0.001,0.001953125,17.530746459960938,-0.0035402742214500904,39.12814247608185,0.2,332
5,10880,144.77464788732394,85,-94.40536809859157,2090,-1.1167412847280502,0.4876200556755066,0.013687286,0.001,0.099609375,18.49781036376953,-0.01836491096764803,58.37293565273285,0.2,336
5,11008,144.77464788732394,86,-94.40536809859157,2047,-1.1631835773587227,0.1496744155883789,0.016498478,0.001,0.296875,11.156471252441406,-0.02334271150175482,26.558891534805298,0.2,340
5,11136,144.77464788732394,87,-94.40536809859157,1992,-1.1181660443544388,0.6523962020874023,0.013470282,0.001,0.109375,13.005899429321289,-0.01830324053298682,44.8597412109375,0.2,344
5,11264,144.77464788732394,88,-94.40536809859157,1939,-1.0458367094397545,-0.0336613655090332,0.09224675,0.001,0.328125,3.4610774517059326,0.00696767884073779,16.051863193511963,0.2,348
5,11392,155.94520547945206,89,-93.45613520547946,1939,-0.8810999654233456,0.7562603950500488,0.41548955,0.001,0.853515625,4.681817531585693,0.04391654720529914,15.945712476968765,0.2,352
5,11520,155.94520547945206,90,-93.45613520547946,1944,-0.9498956762254238,-0.0415881872177124,0.0034372918,0.001,0.00390625,742.5018920898438,-0.006002257141517475,1112.8020935058594,0.2,356
5,11648,156.28378378378378,91,-96.15451448648649,1949,-0.9046132527291775,0.37563276290893555,0.003134206,0.001,0.01171875,73.15929412841797,-0.0038149930769577622,289.92643642425537,0.2,360
6,11776,156.37333333333333,92,-98.09485829333333,1954,-1.071968786418438,0.04154247045516968,0.01388366,0.001,0.072265625,725.4879150390625,-0.011655510868877172,1021.6615867614746,0.2,364
6,11904,156.37333333333333,93,-98.09485829333333,1958,-0.9874386787414551,0.025242209434509277,0.0018287017,0.001,0.0,251.22109985351562,0.0007924198871478438,742.6178436279297,0.2,368
6,12032,157.78947368421052,94,-100.82068793421053,1956,-1.1460656523704529,0.057643234729766846,0.013556054,0.001,0.080078125,29.442058563232422,-0.006207382190041244,77.2574667930603,0.2,372
6,12160,157.78947368421052,95,-100.82068793421053,1959,-0.9735662527382374,0.5363352298736572,0.020840906,0.001,0.12109375,363.8587341308594,-0.013323693769052625,958.7792854309082,0.2,376
6,12288,157.78947368421052,96,-100.82068793421053,1949,-0.9874904491007328,-0.40196847915649414,0.0028137378,0.001,0.001953125,31.50478172302246,-0.0024653543950989842,90.23286485671997,0.2,380
6,12416,157.78947368421052,97,-100.82068793421053,1927,-1.1244140043854713,0.3459327816963196,0.0023370958,0.001,0.00390625,71.86624145507812,-0.00751097803004086,173.5752568244934,0.2,384
6,12544,157.78947368421052,98,-100.82068793421053,1897,-0.8240808732807636,0.35155272483825684,0.0010065287,0.001,0.0,53.32785415649414,-0.006715581053867936,138.71781396865845,0.2,388
6,12672,157.78947368421052,99,-100.82068793421053,1866,-0.7805434055626392,0.2137342095375061,0.0033680913,0.001,0.005859375,28.389101028442383,-0.006983680184930563,73.30690407752991,0.2,392
6,12800,166.2207792207792,100,-97.05479533766234,1847,-0.7339187823235989,0.7419024705886841,0.020395124,0.001,0.072265625,2.124239683151245,-0.007765154354274273,6.039594478905201,0.2,396
6,12928,166.2207792207792,101,-97.05479533766234,1852,-0.753951795399189,-0.0005875825881958008,0.0019966094,0.001,0.0,609.8995971679688,-0.0018521227175369859,1003.3308639526367,0.2,400
7,13056,166.2207792207792,102,-97.05479533766234,1850,-1.1891661137342453,0.40804678201675415,0.011498825,0.001,0.1328125,5.265122890472412,-0.014227228588424623,21.299739837646484,0.2,404
7,13184,166.2207792207792,103,-97.05479533766234,1833,-1.0403051897883415,0.09319210052490234,0.006458083,0.001,0.04296875,6.262734889984131,-0.00012236100155860186,12.696279793977737,0.2,408
7,13312,169.62820512820514,104,-99.59840571794871,1828,-0.7339991964399815,0.028562426567077637,0.064630784,0.001,0.462890625,101.38944244384766,0.031695765210315585,225.52407264709473,0.2,412
7,13440,169.62820512820514,105,-99.59840571794871,1832,-1.084909312427044,0.49427396059036255,0.022098845,0.001,0.13671875,278.3539733886719,-0.018220244790427387,761.5508041381836,0.2,416
7,13568,169.62820512820514,106,-99.59840571794871,1829,-1.0991274155676365,0.7678084969520569,0.014599828,0.001,0.107421875,7.7594218254089355,-0.00915788603015244,27.45529806613922,0.2,420
7,13696,172.59493670886076,107,-99.49578363291138,1828,-1.0531449764966965,0.740096926689148,0.009492961,0.001,0.0625,2.3767573833465576,-0.016635710606351495,8.880830883979797,0.2,424
7,13824,172.59493670886076,108,-99.49578363291138,1831,-0.8575035855174065,0.5151394009590149,0.008590042,0.001,0.05859375,344.05731201171875,-0.00828156725037843,833.2906494140625,0.2,428
7,13952,172.59493670886076,109,-99.49578363291138,1823,-0.9731613919138908,0.8479950428009033,0.010309055,0.001,0.05078125,7.426639556884766,-0.00650673353811726,18.61457735300064,0.2,432
7,14080,175.5125,110,-100.659823025,1812,-1.1113563105463982,0.2570338249206543,0.016527673,0.001,0.08984375,30.424251556396484,-0.006509826518595219,69.71214079856873,0.2,436
7,14208,175.5125,111,-100.659823025,1816,-1.0731207355856895,0.647822380065918,0.006358253,0.001,0.025390625,225.83482360839844,-0.003933451138436794,663.6487903594971,0.2,440
7,14336,175.5125,112,-100.659823025,1815,-0.9856510199606419,0.9468011856079102,0.011761402,0.001,0.111328125,3.9905829429626465,-0.00484699517255649,12.24089115858078,0.2,444
8,14464,175.5125,113,-100.659823025,1807,-0.978946641087532,0.57057785987854,0.0024623522,0.001,0.041015625,6.846026420593262,-0.002321251551620662,15.477111756801605,0.2,448
8,14592,179.45679012345678,114,-101.63052454320987,1800,-1.0972488522529602,-0.0168992280960083,0.00815005,0.001,0.17578125,4.845037937164307,-0.008968551526777446,11.516294419765472,0.2,452
8,14720,179.45679012345678,115,-101.63052454320987,1804,-1.0389467813074589,0.2945425510406494,0.013709944,0.001,0.169921875,243.67083740234375,-0.002968412940390408,467.11438751220703,0.2,456
8,14848,180.53658536585365,116,-103.34408974390243,1804,-1.1691944524645805,-0.5632215738296509,0.021049138,0.001,0.345703125,2.42170786857605,-0.021911077434197068,8.553988575935364,0.2,460
8,14976,180.53658536585365,117,-103.34408974390243,1807,-0.7916779704391956,0.5684459209442139,0.1323482,0.001,0.419921875,215.5105438232422,0.07589083863422275,434.05184173583984,0.2,464
8,15104,181.97590361445782,118,-105.64452349397591,1802,-0.9880072586238384,0.3241034746170044,0.011426563,0.001,0.064453125,15.556641578674316,-0.00799172418192029,34.73558330535889,0.2,468
8,15232,181.97590361445782,119,-105.64452349397591,1808,-0.9971909746527672,0.01459205150604248,0.005735739,0.001,0.021484375,262.6509094238281,-0.009396502398885787,577.3072166442871,0.2,472
8,15360,181.97590361445782,120,-105.64452349397591,1809,-1.0904625281691551,0.7630448341369629,0.0066541033,0.001,0.029296875,17.160539627075195,-0.0062791036907583475,51.02101385593414,0.2,476
8,15488,181.97590361445782,121,-105.64452349397591,1805,-0.96037882193923,0.6368550062179565,0.004624849,0.001,0.0390625,6.415475845336914,-0.010665455251000822,21.211308002471924,0.2,480
8,15616,184.89285714285714,122,-106.52022476190476,1805,-0.895865473896265,0.3238909840583801,0.004381571,0.001,0.01953125,31.3052921295166,-0.004801761009730399,64.72213935852051,0.2,484
8,15744,184.96470588235294,123,-108.23830785882353,1808,-0.9558270275592804,0.06991302967071533,0.0014562891,0.001,0.0,146.2573699951172,-0.0034345744061283767,336.85625743865967,0.2,488
8,15872,184.96470588235294,124,-108.23830785882353,1812,-1.0571186058223248,0.18390530347824097,0.014234775,0.001,0.076171875,99.0767593383789,-0.011168041732162237,500.1051025390625,0.2,492
8,16000,184.96470588235294,125,-108.23830785882353,1808,-1.146235816180706,-0.6222420930862427,0.008809378,0.001,0.23828125,4.732982158660889,-0.011754719889722764,10.943246215581894,0.2,496
8,16128,186.34883720930233,126,-110.84754652325582,1810,-0.9560009688138962,-0.0006698369979858398,0.019664306,0.001,0.18359375,40.742393493652344,0.024210566421970725,115.11291408538818,0.2,500
8,16256,186.34883720930233,127,-110.84754652325582,1812,-1.0679867044091225,0.031401216983795166,0.01064113,0.001,0.06640625,90.52183532714844,-0.0022581348894163966,247.32792377471924,0.2,504
9,16384,186.34883720930233,128,-110.84754652325582,1805,-1.0167368687689304,-0.004850983619689941,0.032161597,0.001,0.283203125,8.633313179016113,0.009666553582064807,18.599692463874817,0.2,508
9,16512,188.82758620689654,129,-113.3452454137931,1805,-1.1904789581894875,-0.014270424842834473,0.33849287,0.001,0.732421875,14.012925148010254,0.06258440820965916,40.589630246162415,0.2,512
9,16640,188.82758620689654,130,-113.3452454137931,1806,-0.9818102568387985,0.9364237189292908,0.0051504616,0.001,0.056640625,113.98834991455078,0.002863470115698874,186.34859228134155,0.2,516
9,16768,188.82758620689654,131,-113.3452454137931,1801,-1.011100172996521,0.9316595792770386,0.0013993178,0.001,0.0,2.773772716522217,-0.005276878597214818,8.768864676356316,0.2,520
9,16896,191.88636363636363,132,-109.95293335227274,1795,-0.7290463708341122,0.27052241563796997,0.001069101,0.001,0.0,10.645903587341309,-0.0021392569760791957,33.77285969257355,0.2,524
9,17024,191.88636363636363,133,-109.95293335227274,1798,-0.6077017337083817,0.12484949827194214,0.0004664068,0.001,0.0,374.9476623535156,0.001097214175388217,973.9883718490601,0.2,528
9,17152,191.88636363636363,134,-109.95293335227274,1798,-0.932663407176733,-0.1883695125579834,7.51866e-05,0.001,0.0,18.739864349365234,-0.000870260497322306,62.786375522613525,0.2,532
9,17280,191.88636363636363,135,-109.95293335227274,1786,-1.0769914463162422,0.5204236507415771,0.0007456392,0.001,0.0,5.855412006378174,-0.0022754045203328133,18.584937930107117,0.2,536
9,17408,191.88636363636363,136,-109.95293335227274,1764,-1.0577957481145859,0.14378511905670166,0.005293692,0.001,0.025390625,3.365018367767334,-0.008480324351694435,7.750387042760849,0.2,540
10,17536,191.88636363636363,137,-109.95293335227274,1739,-0.9720545597374439,0.339053213596344,0.0013734074,0.001,0.0,2.7226710319519043,-0.004771481151692569,21.784093767404556,0.2,544
10,17664,191.88636363636363,138,-109.95293335227274,1711,-1.0458562634885311,0.06655299663543701,0.008418698,0.001,0.068359375,6.414324760437012,-0.007308802451007068,13.085927516222,0.2,548
10,17792,191.88636363636363,139,-109.95293335227274,1676,-0.8920355327427387,0.10258358716964722,0.0026885173,0.001,0.017578125,11.46458911895752,0.004425635852385312,20.66966736316681,0.2,552
10,17920,200.96629213483146,140,-108.81935792134833,1650,-1.0346999801695347,0.42817580699920654,0.0045583067,0.001,0.00390625,2.8287770748138428,-0.006059408304281533,6.804591432213783,0.2,556
10,18048,200.96629213483146,141,-108.81935792134833,1653,-0.8456130884587765,0.7320044040679932,0.0035650288,0.001,0.015625,6.482394218444824,-0.004262237926013768,14.675685286521912,0.2,560
11,18176,200.96629213483146,142,-108.81935792134833,1652,-1.0828370228409767,0.8611198663711548,0.019522082,0.001,0.197265625,0.5670433640480042,-0.011812639073468745,2.597947783768177,0.2,564
11,18304,203.12222222222223,143,-108.62538915555557,1646,-1.0644857585430145,0.842585027217865,0.057081476,0.001,0.3125,0.9192719459533691,-0.02226122689899057,2.435744062066078,0.2,568
11,18432,203.12222222222223,144,-108.62538915555557,1647,-0.8795278035104275,-0.030420899391174316,0.009059345,0.001,0.056640625,304.1974182128906,0.010028650285676122,972.402759552002,0.2,572
11,18560,203.12222222222223,145,-108.62538915555557,1646,-1.0230008997023106,0.7719281911849976,0.023181101,0.001,0.109375,1.9950002431869507,-0.014598383102566004,5.8968318700790405,0.2,576
11,18688,203.12222222222223,146,-108.62538915555557,1642,-0.9944545365869999,0.7328334450721741,0.013587603,0.001,0.08203125,1.848828673362732,-0.015936354990117252,9.967507854104042,0.2,580
11,18816,205.76923076923077,147,-105.94992883516484,1644,-0.7206550948321819,0.5506553649902344,0.026592802,0.001,0.173828125,14.34669017791748,-0.02077884110622108,34.67245399951935,0.2,584
11,18944,205.76923076923077,148,-105.94992883516484,1645,-0.717863604426384,0.39658355712890625,0.00017580809,0.001,0.0,263.2275085449219,-0.0005917510716244578,658.9103927612305,0.2,588
