episode,reward,time_seconds,steps
1,-407.4634961896828,0.3648402690887451,80
2,-124.79915854419525,0.24720191955566406,61
3,-353.8448239444682,0.3720083236694336,94
4,-161.2227129858428,0.3519773483276367,87
5,-278.7882478405304,0.4663090705871582,112
6,-239.02414800580914,0.2889068126678467,72
7,-148.1441507840682,0.32917308807373047,80
8,-144.39827528787438,0.317288875579834,78
9,-220.6886828055852,0.5180480480194092,129
10,-104.34574609782197,0.4009432792663574,99
11,-451.4228915101917,0.3671724796295166,93
12,-98.62989922764201,0.36496996879577637,88
13,-178.09744778033667,0.3871631622314453,95
14,-257.6760983712679,0.3091294765472412,76
15,-119.47040585619808,0.3147146701812744,77
16,-232.15741207109463,0.31068968772888184,78
17,-69.51010364350026,0.25667905807495117,63
18,-182.28521607431657,0.3999819755554199,100
19,-282.8200205594171,0.4359323978424072,108
20,-431.34276340694396,0.42358922958374023,110
21,-377.0047163148903,0.3769350051879883,92
22,-90.9720477843719,0.3901069164276123,98
23,-112.38097385038525,0.36520910263061523,87
24,-297.15505384006997,0.4174153804779053,104
25,-153.6048509205799,0.3522064685821533,91
26,-110.87047010821603,0.39972710609436035,96
27,-225.16769013840837,0.3335738182067871,86
28,-156.88816719719506,0.3199586868286133,78
29,-138.90470655105625,0.4612393379211426,113
30,-353.90616925789993,0.3388965129852295,84
31,-345.97022910140356,0.330247163772583,84
32,-405.3368540493705,0.388460636138916,96
33,-178.39780572095168,0.40618109703063965,99
34,-95.93272095196241,0.26670098304748535,67
35,-80.42916103443281,0.3570261001586914,88
36,-122.96870819122607,0.5855202674865723,142
37,-340.26125450355073,0.46221470832824707,115
38,-11.77232176554223,0.5579781532287598,142
39,-71.04075946129238,0.46227121353149414,117
40,-35.37992521956825,0.26421689987182617,65
41,-114.71413424240734,0.42440032958984375,108
42,-0.28361041933494846,0.2992730140686035,78
43,-128.82998272703676,0.2133350372314453,56
44,-225.22527883625776,0.4004192352294922,100
45,-177.49591298220005,0.2582738399505615,62
46,-326.4908941453636,0.5242345333099365,133
47,-112.20964975884125,0.32154178619384766,83
48,-126.22375116790089,0.32982492446899414,84
49,-104.73105169569328,0.35165905952453613,89
50,-231.8973666511762,0.4595625400543213,112
51,-19.928957395582955,0.27581024169921875,65
52,-110.00283550705086,0.3003060817718506,76
53,-242.44128373979402,0.3683323860168457,85
54,-215.205340314362,0.5723114013671875,144
55,-374.51585753851685,0.4964280128479004,122
56,-111.15807272516057,0.26485252380371094,66
57,-150.35228536842672,0.38788914680480957,98
58,-241.84714401751123,0.3950991630554199,99
59,-273.53665271310666,0.3940250873565674,99
60,-108.5206547799371,0.36345887184143066,90
61,-92.95691211602811,0.2955935001373291,78
62,-383.0399766979764,0.4343719482421875,109
63,-85.97121720073609,0.3098623752593994,77
64,-328.73155205605417,0.39075326919555664,102
65,-118.26460494629018,0.3450767993927002,85
66,-77.23473824659263,0.25672364234924316,67
67,-346.61596283822973,0.3796353340148926,89
68,-333.20536852431076,0.3724093437194824,92
69,-216.0448168917968,0.4176316261291504,106
70,-154.49767581126872,0.2668447494506836,68
