episode,reward,steps,time_seconds
135,-106.7156717354807,84,0.1163778305053711
136,-93.37719042651713,85,0.1264810562133789
137,-140.8214850307089,118,0.14111113548278809
138,-349.98312645248427,92,0.12019896507263184
139,-178.78760897429768,97,0.13140130043029785
140,-241.89292411904367,90,0.11632800102233887
141,-125.05116124158882,116,0.17681407928466797
142,17.53495740133326,75,0.10230803489685059
143,-197.1293356912118,110,0.1359860897064209
144,-89.75627633835077,123,0.145949125289917
145,-138.53447824224418,70,0.09032320976257324
146,-99.24183240672636,77,0.12090706825256348
147,-150.11861197823038,130,0.15849590301513672
148,-122.34118627926847,103,0.12249326705932617
149,-171.50700532321207,108,0.12446069717407227
150,-95.35101857550717,59,0.06782412528991699
151,-159.0399780484299,97,0.11586809158325195
152,-282.4602599738705,91,0.11752605438232422
153,-322.5379171146491,125,0.1476120948791504
154,-126.4292789211997,79,0.09625887870788574
155,-140.8903545213026,134,0.16368985176086426
156,-217.40150261948907,67,0.07431817054748535
157,-171.89896497052288,72,0.08837318420410156
158,-197.88609678500893,103,0.12025880813598633
159,-313.19367356360544,92,0.10956501960754395
160,-261.9023454334154,58,0.06649518013000488
161,-79.81138576155672,86,0.09853386878967285
162,-261.077763388318,112,0.12350678443908691
163,-240.4249314104607,105,0.12041330337524414
164,-171.5802670455888,85,0.09424901008605957
165,-185.37936845082595,123,0.13502001762390137
166,-82.1068711778318,77,0.08571100234985352
167,-211.11266144961218,117,0.13534903526306152
168,-244.56497069266248,100,0.11347699165344238
169,-369.46309762654835,94,0.10453104972839355
170,-156.7453102618377,90,0.10190415382385254
171,-144.6085378389845,103,0.12003302574157715
172,-121.99402162844497,106,0.11995100975036621
173,-121.55299369650032,76,0.08794403076171875
174,-254.78185892391505,105,0.12090420722961426
175,-89.61913234027253,62,0.07258200645446777
176,30.795163543970602,79,0.08892202377319336
177,-125.14277992506436,94,0.10923099517822266
178,-103.04493983304133,72,0.0798640251159668
179,-157.3791631428744,101,0.11811089515686035
180,-126.62471773049096,95,0.1230161190032959
181,-128.74938355548673,111,0.13873791694641113
182,-305.7391705030944,111,0.13830995559692383
183,-169.67093267982756,110,0.1266181468963623
184,-126.0230630350703,92,0.10210514068603516
185,-42.53534692995457,85,0.09388399124145508
186,-116.24496797543421,94,0.10971403121948242
187,-160.5081971321086,87,0.09984612464904785
188,-104.3789174288878,64,0.0960838794708252
189,-146.8166323073146,78,0.09113788604736328
190,-319.39400214233615,82,0.09868216514587402
191,-149.365565699216,89,0.11191105842590332
192,-314.2151773744289,102,0.12052297592163086
193,-198.75428025489046,114,0.13692998886108398
194,-377.19640069234225,100,0.11540818214416504
195,-352.17339763983034,71,0.0856168270111084
196,-219.98630045900975,113,0.1380937099456787
197,-97.28017619717193,57,0.07056903839111328
198,-408.4185828493487,108,0.13937997817993164
199,-89.0490501157733,105,0.11521482467651367
200,-101.03102612294559,64,0.07248592376708984
201,-123.79297521506625,136,0.15005230903625488
202,-169.17321576468623,67,0.07903313636779785
203,-94.37213996949453,121,0.1481320858001709
204,-145.98703147207056,99,0.11765623092651367
205,-106.45493990287112,116,0.15313386917114258
206,-90.93123055489137,133,0.1779918670654297
207,-228.0072883619077,80,0.08982300758361816
208,-135.18676705511058,105,0.12302994728088379
209,-128.59443012694032,87,0.10119485855102539
210,-93.23615471331846,69,0.08515214920043945
211,-142.75789234251314,80,0.09639787673950195
212,-111.2095488854393,82,0.10083508491516113
213,-93.41497416137544,109,0.12545299530029297
214,-103.75812190066311,59,0.06876897811889648
215,-199.11090235011181,86,0.1087639331817627
216,-97.0314214712431,99,0.13539409637451172
217,-239.323992267012,91,0.10900092124938965
218,-101.06271112396149,84,0.10401105880737305
219,-85.81372185780188,84,0.1147148609161377
220,10.662027209311276,85,0.10301327705383301
221,-242.03294891535438,105,0.13561773300170898
222,-364.5702328711549,107,0.12939214706420898
223,-66.73166814513894,63,0.07830810546875
224,-215.83124266368372,86,0.11053991317749023
225,-126.8111565611404,93,0.12187600135803223
226,-352.7261423055344,106,0.12077713012695312
227,-112.66506041618514,67,0.07802629470825195
228,-19.076722902101224,93,0.10972809791564941
229,-100.64672468167477,74,0.09296917915344238
230,-95.94209763815988,69,0.0868983268737793
231,-230.72474600413688,75,0.0810089111328125
232,-119.78339820901891,86,0.10361814498901367
233,-182.40784167599963,78,0.09394693374633789
234,-38.661025899719846,163,0.19115424156188965
235,-124.90087354942153,126,0.14318609237670898
236,-79.5682901034219,69,0.11414194107055664
237,-451.5515548201314,116,0.13912391662597656
238,-86.94274967502281,87,0.11039423942565918
239,-213.71330938512676,114,0.14043092727661133
240,-83.5890346699255,111,0.1421489715576172
241,-84.82441392387564,110,0.13818597793579102
242,-168.55989397691587,106,0.141679048538208
243,-88.85084008277225,102,0.13406634330749512
244,-177.04750412731943,64,0.09777688980102539
245,-91.39136112590421,69,0.08389806747436523
246,-136.67831709623755,130,0.16476702690124512
247,-80.76036830309422,76,0.08826708793640137
248,-108.66262970228213,113,0.1312267780303955
249,-116.71485973135832,131,0.15463709831237793
250,-335.62534105046603,110,0.1321849822998047
251,-136.7877242185648,105,0.1279160976409912
252,-90.20245673586594,102,0.1236882209777832
253,-175.5045193598896,70,0.08365917205810547
254,-166.86731347251845,115,0.13419294357299805
255,-162.77646959349357,94,0.10939407348632812
256,-374.2335614513492,84,0.1120150089263916
257,-163.65172225537583,76,0.09031391143798828
258,-369.3066125638844,88,0.10108304023742676
259,-173.02991211064216,116,0.1397099494934082
260,-125.93780924888354,70,0.08092689514160156
261,-126.21963998243098,107,0.1413121223449707
262,-174.71210176792084,88,0.12041401863098145
263,-102.5235706194546,65,0.07879781723022461
264,-215.35390067427625,68,0.08094096183776855
265,-61.93252544660693,55,0.06700897216796875
266,-185.6924324367127,111,0.13599729537963867
267,-106.91413962897266,73,0.08801007270812988
268,-84.71971899267466,89,0.11050128936767578
269,-113.80856311500193,120,0.14713406562805176
270,-167.84880704198133,80,0.09792208671569824
271,-117.16377127141723,60,0.06786608695983887
272,-77.25362152845018,85,0.09900093078613281
273,-302.25078016437715,112,0.13767099380493164
274,-59.464092131123365,102,0.12347292900085449
275,-141.28149407147498,108,0.11765074729919434
276,-100.27312905627282,87,0.10298395156860352
277,-99.11537328671702,81,0.09548687934875488
278,-53.81779975705726,66,0.07839608192443848
279,-513.0248516078375,112,0.13413715362548828
280,-93.69971381784013,85,0.09807300567626953
281,-119.47796850975865,101,0.13210201263427734
282,-206.73870854987732,77,0.12991118431091309
283,-356.14126264848545,123,0.14980387687683105
284,-55.68853687248596,115,0.13656401634216309
285,-34.39016313273558,69,0.10124802589416504
286,-110.69760600558922,77,0.09170699119567871
287,-275.49596381300466,123,0.1448819637298584
288,-296.1551619816693,88,0.1229088306427002
289,-74.51520891179827,75,0.09676504135131836
290,-142.94838237366866,59,0.06869888305664062
291,-137.81698586889888,66,0.08733010292053223
292,-135.13857760757338,84,0.10091805458068848
293,-103.99565647015801,112,0.13156676292419434
294,-99.55859542056703,88,0.10441207885742188
295,-130.06863278573735,82,0.0957179069519043
296,-146.65879728013888,89,0.10795402526855469
297,-63.6879245917297,66,0.07659411430358887
298,-60.81586201203977,77,0.0885930061340332
299,-179.83682875262252,114,0.1395740509033203
300,-102.3139539403798,81,0.09337306022644043
301,-120.07432772428648,108,0.13924002647399902
302,-146.92356067026418,106,0.13020586967468262
303,-183.79007669052822,103,0.12746214866638184
304,-449.51776110924857,107,0.11806511878967285
305,-89.52091715901618,75,0.08532404899597168
306,-255.5964366657997,91,0.11128425598144531
307,-144.39133104336224,115,0.2917029857635498
308,-281.52795008539135,97,0.13184094429016113
309,-376.45658474808897,117,0.13832998275756836
310,-139.64929772903707,130,0.15872573852539062
311,-223.35934440450023,123,0.14495110511779785
312,-94.95703397131236,116,0.13848400115966797
313,-405.49601923852026,99,0.10539603233337402
314,-100.27819948868617,73,0.08268904685974121
315,-8.892862481516758,127,0.1435871124267578
316,-78.79584275594154,112,0.12563872337341309
317,-142.1017523265449,92,0.10523223876953125
318,-142.95459120368528,111,0.14434599876403809
319,-263.20238059632595,126,0.15661406517028809
320,-230.23304065896502,93,0.10688614845275879
321,-128.45687137527352,111,0.13112998008728027
322,-278.4327793769444,138,0.16380977630615234
323,-118.19997958411999,84,0.09914183616638184
324,-229.93821704622357,85,0.1018378734588623
325,-144.7874003448774,60,0.06794095039367676
326,-143.38307550951086,89,0.13641119003295898
327,-117.7287908932736,65,0.07755088806152344
328,-12.648523783260515,107,0.12315607070922852
329,-78.9096548038618,79,0.08876419067382812
330,-95.21609839252646,73,0.08770275115966797
331,-115.30500566653747,87,0.09726786613464355
332,-40.500476679578576,113,0.14111685752868652
333,-307.42628439004704,80,0.09650087356567383
334,-91.45573340233278,90,0.10532021522521973
335,-225.94392086587982,115,0.1474609375
336,-98.16343596246618,83,0.09586882591247559
337,-75.1195570424394,118,0.16150784492492676
338,-142.25962000882737,77,0.09188604354858398
339,-150.53787533380063,113,0.13713717460632324
340,-115.2319892797117,99,0.11734509468078613
341,-78.51678777160461,91,0.1002049446105957
342,-54.60796253651099,90,0.11341214179992676
343,-88.40185006686008,82,0.09612822532653809
344,-102.01870139589744,107,0.12394595146179199
345,-75.66838515854306,112,0.13339591026306152
346,-101.84776312847492,106,0.1317291259765625
347,-82.74127691029653,62,0.06981110572814941
348,-38.73785860084778,74,0.0817708969116211
349,-89.79010939063922,88,0.10293197631835938
350,-34.826764755079296,71,0.0825047492980957
351,-101.5338796190905,128,0.14237594604492188
352,-80.45938518226687,80,0.09464907646179199
353,-89.60697198183571,74,0.08273696899414062
354,-149.42635107324222,109,0.12123799324035645
355,-120.21822913941763,122,0.13681697845458984
356,-76.15998384664215,75,0.08772683143615723
357,-139.0866741956196,103,0.11586499214172363
358,-66.61235908605482,70,0.08485198020935059
359,-290.5717957504769,78,0.09509491920471191
360,-95.23703374524251,99,0.1141350269317627
361,-51.35077801593357,72,0.0851449966430664
362,-68.44464678223217,63,0.06975603103637695
363,-143.0667231237078,145,0.16425395011901855
364,-300.3622907310041,71,0.0800940990447998
365,-66.06288729564514,60,0.06729388236999512
366,-82.66917862679792,83,0.09688115119934082
367,-163.41495942240496,83,0.09915804862976074
368,-137.21556779594522,65,0.07341885566711426
369,-90.43563062977967,88,0.09913516044616699
370,-171.2724806542304,109,0.12190628051757812
371,-65.89160942350945,81,0.09516191482543945
372,-85.63619746502201,85,0.10313677787780762
373,-197.89392453860555,96,0.1216580867767334
374,-90.62228312180734,93,0.11865711212158203
375,-68.11480294061963,105,0.12597990036010742
376,-201.64229565206898,109,0.16097378730773926
377,-83.41122403489749,80,0.09331774711608887
378,-338.9315796743484,85,0.10167407989501953
379,-78.3398412621668,62,0.07239508628845215
380,-56.05688983145064,61,0.07371091842651367
381,-108.66427863146384,110,0.13213205337524414
382,-191.06204790065556,122,0.15239310264587402
383,-123.75721709414657,65,0.07623910903930664
384,-120.87631863541884,90,0.10006403923034668
385,-168.8402675422207,77,0.09505271911621094
386,-117.60751031805746,70,0.10060000419616699
387,-114.2357336745907,98,0.11525511741638184
388,-79.83817641455344,73,0.09427404403686523
389,-186.7553663497091,110,0.13561511039733887
390,-80.0591236852132,91,0.11792898178100586
391,-140.46836984202127,122,0.1391599178314209
392,-109.736220536644,95,0.10645294189453125
393,-58.8626252221049,111,0.13661599159240723
394,-45.8054833884388,109,0.12339472770690918
395,-109.58020150448016,77,0.0968027114868164
396,3.0259762637279692,117,0.14867305755615234
397,-297.6646119214272,79,0.09228205680847168
398,-129.23992537153103,118,0.12798070907592773
399,-286.0733937881603,100,0.10665130615234375
400,-149.01645026403048,67,0.0734400749206543
401,-93.61937286500196,90,0.10191011428833008
402,-109.11895897447496,138,0.17359471321105957
403,-256.8396081188789,95,0.10988092422485352
404,-61.982015683579164,64,0.08055496215820312
405,-93.25943610453334,71,0.08029603958129883
406,-111.40660920192636,63,0.07674098014831543
407,-114.95498452249136,98,0.12805581092834473
408,-71.95898691637856,125,0.3257629871368408
409,-138.62973906247436,86,0.09863710403442383
410,-93.37314817062105,112,0.12990498542785645
411,-92.59785949154558,73,0.08539390563964844
412,-178.1927935256981,117,0.14715123176574707
413,-299.57430416479895,138,0.16853618621826172
414,-83.98626728994549,79,0.10038995742797852
415,-171.99217784695233,70,0.08770513534545898
416,-137.58071550640167,62,0.0670011043548584
417,-9.028282697757462,147,0.22769427299499512
418,-112.74104940039126,111,0.13670015335083008
419,-208.53914252563743,68,0.0774989128112793
420,-135.1237046511789,83,0.10485410690307617
421,-77.35171710806566,115,0.16303706169128418
422,-63.166614306736555,97,0.12683701515197754
423,-81.4272218084727,115,0.14409112930297852
424,-108.93629384531458,67,0.08153295516967773
425,-84.30642729378336,80,0.10040593147277832
426,-418.63678645561896,107,0.1272740364074707
427,-87.1333186238668,121,0.14994287490844727
428,-188.75688088656568,91,0.11090087890625
429,-35.970514789056196,77,0.10224008560180664
430,-136.38720941723716,109,0.13244009017944336
431,-123.5655663466859,104,0.11832714080810547
432,-55.13748338602521,83,0.09651994705200195
433,-107.38083565799103,102,0.12723183631896973
434,-149.2711631779942,73,0.08725285530090332
435,-57.54692799303318,80,0.08789587020874023
436,-137.47152400808713,81,0.0879659652709961
437,-204.73212110994763,109,0.12802505493164062
438,-101.8275932557317,62,0.0707540512084961
439,-143.28974648305072,132,0.15749812126159668
440,-126.27953533060028,127,0.14565467834472656
441,-107.2090892720817,108,0.12779808044433594
442,-99.58857357716354,93,0.10789012908935547
443,-112.6114045491425,86,0.11499714851379395
444,-205.83958623434137,142,0.18762707710266113
445,-121.44381992947416,81,0.08887505531311035
446,-280.7353150089558,98,0.11260318756103516
447,-71.45799724077736,65,0.0828399658203125
448,-78.70357042566857,75,0.09218096733093262
449,-76.13933796660393,82,0.09164977073669434
450,-117.73700067706076,65,0.08502888679504395
451,-165.73791906998844,83,0.10651683807373047
452,-100.42588067063109,94,0.11243295669555664
453,-105.20939690261017,80,0.09292793273925781
454,-259.0826008380414,95,0.11405062675476074
455,-96.78651283307407,76,0.08613395690917969
456,-97.25637756520392,87,0.1043248176574707
457,-153.24598228418466,132,0.16429615020751953
458,-85.09576667459984,123,0.1495532989501953
459,-81.02536195827086,68,0.08854484558105469
460,-81.31568435066178,130,0.1859431266784668
461,-121.77248163054152,94,0.11305499076843262
462,-100.07853816912599,101,0.12407565116882324
463,-155.01495893246238,107,0.1339273452758789
464,-148.6675735067619,126,0.16476798057556152
465,-218.99144472586772,104,0.131270170211792
466,-95.69724725968756,66,0.08935284614562988
467,-102.47428647707734,67,0.09519076347351074
468,-106.74650515941279,69,0.07730317115783691
469,-107.70266877723921,88,0.09834575653076172
470,-89.92823775786276,75,0.08495306968688965
471,-121.38447370994763,63,0.08344507217407227
472,-121.31276217975497,86,0.12935400009155273
473,-97.04049745540058,81,0.10372614860534668
474,-134.1177528909645,77,0.08860898017883301
475,-87.58566811148754,77,0.0982048511505127
476,-97.64476709131525,77,0.0933370590209961
477,-74.71642427186356,70,0.07597994804382324
478,-112.4344681503042,89,0.10721683502197266
479,-76.89961021500585,113,0.13524603843688965
480,-91.08779399996833,93,0.10285615921020508
481,-160.25654223017625,104,0.13222789764404297
482,-112.20956401594714,63,0.06803774833679199
483,-67.92393586399851,63,0.08208703994750977
484,-325.9949078311515,93,0.11603522300720215
485,-84.54648782056492,81,0.09134912490844727
486,-43.200718643247626,66,0.08518290519714355
487,-130.66367520820813,83,0.10127520561218262
488,-83.38974827911638,72,0.08769083023071289
489,-70.65535985277936,79,0.0917959213256836
490,-155.48048349756067,70,0.09418773651123047
491,-55.26908393542365,86,0.10396003723144531
492,-117.60484912151121,67,0.07736802101135254
493,-126.76955360210238,69,0.08013796806335449
494,-51.349170946278186,73,0.08712601661682129
495,-123.93280594805944,82,0.10688185691833496
496,-55.94207505270621,147,0.16913104057312012
497,-237.8302969772411,99,0.1174163818359375
498,-96.45552004786973,97,0.11569690704345703
499,-70.0753934473937,100,0.12131381034851074
500,-92.99384628703659,63,0.07018303871154785
501,-89.51037177277664,69,0.08144497871398926
502,-66.73901709601279,105,0.13209772109985352
503,-138.51845766310873,95,0.11462521553039551
504,-71.83970838598486,68,0.08137202262878418
505,-138.03449900354696,111,0.13037896156311035
506,-124.41210006085407,81,0.09993696212768555
507,-92.53411701978122,101,0.1230621337890625
508,-135.05799959825754,118,0.1553661823272705
509,-151.51616310858483,81,0.10886096954345703
510,-176.71285115467742,67,0.08171629905700684
511,-64.70140596421766,69,0.08740901947021484
512,-109.63563289487696,81,0.1000370979309082
513,-86.07733901540229,98,0.12454795837402344
514,-80.78443866319783,71,0.08253073692321777
515,-129.7792869307874,102,0.1329789161682129
516,-86.21917743752306,84,0.09652400016784668
517,-134.05158803207758,83,0.10488080978393555
518,-99.13352489845855,86,0.12783193588256836
519,-251.9667598976618,65,0.08741998672485352
520,-84.86145511181546,127,0.15893030166625977
521,-133.24065567838005,109,0.12694501876831055
522,-28.968789437711905,114,0.13178706169128418
523,-144.91364920478784,126,0.14701581001281738
524,-159.59447886389177,86,0.09641003608703613
525,-196.97034590215662,108,0.12700796127319336
526,-92.97435629988044,78,0.09152412414550781
527,-186.78281945497315,101,0.11327004432678223
528,-184.26572293484537,86,0.0983889102935791
529,-116.82461344336346,83,0.0977621078491211
530,-176.5227633485302,111,0.1261310577392578
531,-92.88339165265567,76,0.08613705635070801
532,-27.40290202094876,72,0.09173798561096191
533,-96.66254991077312,99,0.11091208457946777
534,-161.37786611867128,116,0.1334679126739502
535,-282.65562031720026,97,0.11695289611816406
536,-162.35610935729505,78,0.09080290794372559
537,-143.7750162229092,92,0.11243605613708496
538,-75.47059672276822,64,0.0879368782043457
539,-61.92112615017957,68,0.07772016525268555
540,-124.06183983606243,77,0.10009098052978516
541,-89.7016835426336,78,0.09422612190246582
542,-44.27401156231123,120,0.13576030731201172
543,-130.19735533647975,89,0.10027384757995605
544,-103.86359973656783,112,0.12182807922363281
545,-193.94367711328516,98,0.12241291999816895
546,-126.67550706529676,91,0.10827493667602539
547,-91.47038735210643,79,0.1782369613647461
548,-215.70476996431535,87,0.18474578857421875
549,-107.62996495327316,102,0.24949097633361816
550,-105.28326995994193,83,0.10586190223693848
551,-84.0168025495714,68,0.09106206893920898
552,-135.09905295979482,85,0.1004490852355957
553,-120.25773647329099,114,0.15133380889892578
554,-249.97352169355483,80,0.09551739692687988
555,-118.77985403216869,111,0.12640905380249023
556,-192.80917066904072,57,0.06681609153747559
557,-82.62891444987805,69,0.08206486701965332
558,-188.318355047233,88,0.0986480712890625
559,-80.37988483457644,81,0.09578585624694824
560,-116.81708030450221,103,0.12498617172241211
561,-99.23196167587581,66,0.07288503646850586
562,-81.83895685784309,74,0.08972811698913574
563,-245.8388445216903,85,0.10054588317871094
564,-84.29355400333013,61,0.07049798965454102
565,-88.13405437433352,98,0.14186596870422363
566,-63.227968204214704,73,0.15388202667236328
567,-124.24319780519473,77,0.15964794158935547
568,-80.29402087742356,73,0.18356823921203613
569,-114.20998724428281,112,0.24344611167907715
570,-110.49576404015852,109,0.13138175010681152
571,-99.37941039580957,62,0.07026314735412598
572,-145.91045936773202,99,0.11118483543395996
573,-78.13533234694289,60,0.06998705863952637
574,-340.3145734892085,103,0.12573623657226562
575,-92.19282771907947,123,0.15062403678894043
576,-119.90716070699632,65,0.06975412368774414
577,-116.92047655625645,85,0.11249589920043945
578,-109.14783639710117,86,0.1154789924621582
579,-26.64774949009282,98,0.11902499198913574
580,-102.79891955970207,65,0.07414507865905762
581,-96.15260895248501,107,0.13635993003845215
582,-118.63370985864879,66,0.08742284774780273
583,-20.49590241024211,96,0.11411094665527344
584,-108.82953978385167,121,0.13614392280578613
585,-129.10738684282802,143,0.17983102798461914
586,-105.04408098379213,85,0.1038980484008789
587,-83.69481686112314,115,0.13397717475891113
588,-112.91268532367417,72,0.07845282554626465
589,-113.91199732969345,82,0.10399293899536133
590,-61.55369499822878,68,0.07484984397888184
591,-93.88642448617166,80,0.10394477844238281
592,-94.59451939086439,110,0.13460111618041992
593,-118.3679028773333,123,0.14890027046203613
594,-338.4985562597906,109,0.13238286972045898
595,-71.64702315917899,71,0.07521319389343262
596,-162.2769106969015,112,0.13173985481262207
597,-88.71404017258511,67,0.07558178901672363
598,-197.51972500490052,106,0.1207737922668457
599,-316.37409854074974,97,0.11002302169799805
600,-120.51211442841883,100,0.1150059700012207
601,-106.48189068330937,88,0.10932087898254395
602,-50.165229558818254,69,0.08135199546813965
603,-138.206055677943,67,0.09106993675231934
604,-187.33704340524355,65,0.07105612754821777
605,-104.98857557928889,74,0.09952688217163086
606,-112.3788017621155,104,0.1441187858581543
607,-158.5772778123024,110,0.11911916732788086
608,-172.1401032494502,100,0.11146998405456543
609,-157.08039720432492,92,0.12369608879089355
610,-75.56584940032329,79,0.09120607376098633
611,-51.61778379129633,60,0.0933539867401123
612,-83.08900273818114,126,0.17853188514709473
613,-62.88415962926943,103,0.12538981437683105
614,-152.7013509200066,64,0.08075213432312012
615,-95.29370713681307,93,0.11361193656921387
616,-85.62225899775319,77,0.09310507774353027
617,-68.49182027871147,58,0.07023191452026367
618,-21.58008365896596,70,0.09169816970825195
619,-543.6188591257264,133,0.14841604232788086
620,-247.50625589695406,103,0.12681078910827637
621,-174.37191791174263,117,0.13524603843688965
622,-128.58451282081114,103,0.12634706497192383
623,-161.48710799215337,73,0.09029507637023926
624,-205.39101305891597,89,0.11109089851379395
625,-152.2421115123582,68,0.0731508731842041
626,-90.60795273960092,61,0.07337594032287598
627,-108.17534627660076,87,0.11380195617675781
628,-74.34540674801222,86,0.10332608222961426
629,-106.86404080168838,70,0.08409810066223145
630,-153.73587905511272,64,0.06799006462097168
631,-72.43633144689935,69,0.09099912643432617
632,-97.85808851878089,67,0.08743906021118164
633,-249.42922534581282,97,0.12211465835571289
634,-19.600141733749254,68,0.08290219306945801
635,-148.3110901155295,92,0.1141200065612793
