episode,reward,time_seconds,steps
386,233.2009,0.0731,330
387,236.8481,0.0732,357
388,262.9693,0.0733,322
389,250.1433,0.0736,376
390,251.1659,0.0738,290
391,211.1756,0.0740,408
392,203.1956,0.0744,337
393,-27.1052,0.0745,242
394,130.7433,0.0745,1000
395,134.2587,0.0746,1000
396,39.1148,0.0746,158
397,240.9622,0.0747,322
398,235.0417,0.0751,362
399,-51.2532,0.0752,245
400,-3.8995,0.0752,287
401,-14.2839,0.0755,264
402,247.0976,0.0756,327
403,233.2699,0.0762,310
404,132.7040,0.0762,1000
405,232.7084,0.0766,310
406,241.1190,0.0767,321
407,249.2320,0.0769,579
408,108.4877,0.0770,1000
409,-21.5647,0.0771,246
410,223.3765,0.0773,348
411,238.8272,0.0774,371
412,234.5666,0.0777,360
413,255.2770,0.0778,350
414,253.9706,0.0781,323
415,130.6957,0.0782,1000
416,250.4695,0.0786,350
417,17.5549,0.0787,281
418,236.8838,0.0788,762
419,243.0154,0.0789,327
420,-60.5335,0.0794,330
421,-45.4700,0.0795,282
422,240.2781,0.0797,657
423,-32.4299,0.0798,277
424,111.8009,0.0802,1000
425,182.7674,0.0802,511
426,222.9779,0.0803,345
427,211.3806,0.0804,342
428,-0.8751,0.0804,228
429,218.0408,0.0806,376
430,-64.7720,0.0807,329
431,274.2956,0.0810,354
432,225.1986,0.0813,418
433,218.0954,0.0815,393
434,224.8112,0.0815,312
435,255.0381,0.0820,312
436,102.7291,0.0820,1000
437,240.8438,0.0821,286
438,214.9357,0.0822,374
439,220.4119,0.0823,302
440,253.7545,0.0823,338
441,217.7672,0.0824,347
442,225.1372,0.0828,338
443,-43.1444,0.0829,290
444,-69.7397,0.0830,260
445,194.6606,0.0830,431
446,256.0144,0.0832,344
447,-5.5830,0.0832,200
448,221.5322,0.0835,328
449,231.4842,0.0837,295
450,228.1617,0.0838,368
451,-34.9555,0.0840,211
452,202.4239,0.0844,548
453,-45.6524,0.0845,241
454,105.7324,0.0848,1000
455,4.5267,0.0850,319
456,208.2149,0.0860,336
457,92.1600,0.0862,1000
458,220.5757,0.0863,573
459,215.8096,0.0870,347
460,84.6707,0.0870,1000
461,224.5741,0.0871,358
462,223.7920,0.0873,322
463,233.5312,0.0877,368
464,111.7257,0.0878,1000
465,238.3512,0.0881,368
466,194.6440,0.0883,329
467,101.1559,0.0886,1000
468,232.8720,0.0886,675
469,-31.5335,0.0889,327
470,229.2171,0.0891,342
471,256.4246,0.0897,317
472,247.1375,0.0900,395
473,76.7107,0.0901,1000
474,115.8123,0.0906,1000
475,-27.3725,0.0907,256
476,198.1913,0.0910,507
477,13.3057,0.0911,270
478,215.4114,0.0911,342
479,-30.6803,0.0915,227
480,95.7600,0.0916,1000
481,9.5086,0.0916,237
482,19.6984,0.0916,240
483,9.5663,0.0918,266
484,247.1209,0.0919,306
485,266.0138,0.0924,302
486,260.7075,0.0926,305
487,17.3572,0.0930,257
488,120.2360,0.0933,1000
489,117.3428,0.0934,1000
490,30.0172,0.0936,245
491,235.2029,0.0937,308
492,233.1799,0.0939,324
493,130.1864,0.0944,1000
494,-60.2784,0.0945,321
495,148.9918,0.0951,604
496,231.8488,0.0953,549
497,125.7543,0.0953,1000
498,252.8873,0.0955,363
499,15.0220,0.0956,254
500,87.4883,0.0960,1000
501,216.2851,0.0961,578
502,190.2608,0.0962,395
503,220.8356,0.0962,342
504,218.1726,0.0963,318
505,236.8795,0.0967,342
506,250.7471,0.0968,351
507,252.8275,0.0970,354
508,256.7706,0.0971,307
509,-3.4950,0.0971,247
510,248.7031,0.0978,385
511,-28.2543,0.0978,311
512,127.1827,0.0979,1000
513,234.4088,0.0982,326
514,199.6672,0.0982,361
515,-13.8331,0.0984,274
516,-14.6607,0.0987,228
517,222.9922,0.0988,328
518,108.5208,0.0989,1000
519,206.8573,0.0989,384
520,235.5880,0.0992,308
521,16.9078,0.0993,254
522,-2.7857,0.0994,272
523,215.9729,0.0994,371
524,239.2604,0.0996,294
525,239.1045,0.0997,320
526,254.7270,0.0998,295
527,-15.2597,0.1003,261
528,-19.8299,0.1003,269
529,127.3525,0.1005,1000
530,234.1778,0.1008,305
531,221.1360,0.1008,724
532,232.9689,0.1008,340
533,223.5038,0.1010,321
534,14.2116,0.1011,261
535,226.6174,0.1011,315
536,247.3976,0.1017,316
537,-26.9657,0.1017,313
538,105.0638,0.1021,1000
539,260.4345,0.1021,332
540,264.8733,0.1028,309
541,122.9804,0.1028,1000
542,258.0371,0.1028,371
543,227.4675,0.1033,335
544,215.9103,0.1033,338
545,219.5721,0.1033,320
546,104.1051,0.1034,1000
547,13.3878,0.1035,260
548,211.3239,0.1036,325
549,232.5353,0.1036,354
550,-74.1560,0.1039,388
551,233.2313,0.1041,355
552,209.4023,0.1041,325
553,246.5418,0.1042,353
554,228.6885,0.1046,345
555,216.5488,0.1048,407
556,-84.3413,0.1048,378
557,224.4749,0.1051,370
558,237.0552,0.1051,334
559,150.5587,0.1053,1000
560,202.7099,0.1054,393
561,-6.3185,0.1055,291
562,242.3779,0.1057,317
563,226.2537,0.1057,391
564,248.1561,0.1063,317
565,209.2155,0.1063,327
566,-29.1400,0.1067,291
567,104.7979,0.1067,1000
568,-26.7198,0.1070,323
569,117.8825,0.1072,1000
570,-8.4858,0.1073,280
571,226.0466,0.1073,370
572,215.8386,0.1075,461
573,254.6511,0.1075,311
574,216.8856,0.1078,324
575,-33.4584,0.1078,270
576,207.2815,0.1080,323
577,-20.6195,0.1080,343
578,233.4255,0.1081,323
579,-0.2652,0.1081,353
580,-44.2968,0.1084,313
581,259.5244,0.1085,297
582,202.1316,0.1088,452
583,219.3806,0.1089,371
584,243.2718,0.1092,367
585,250.5661,0.1093,312
586,215.4397,0.1094,316
587,129.5335,0.1094,1000
588,232.3300,0.1099,379
589,262.0659,0.1099,326
590,230.0740,0.1100,338
591,214.4670,0.1102,336
592,242.2266,0.1103,329
593,107.6167,0.1106,1000
594,274.2186,0.1109,308
595,227.8194,0.1110,334
596,215.6890,0.1112,379
597,116.2578,0.1116,1000
598,213.7729,0.1117,336
599,-25.1396,0.1119,319
600,259.6811,0.1121,325
601,217.4552,0.1125,393
602,235.7271,0.1125,347
603,269.6627,0.1126,326
604,115.1297,0.1126,1000
605,251.4355,0.1128,377
606,253.7558,0.1129,298
607,253.6298,0.1130,352
608,194.5466,0.1132,536
609,-34.5653,0.1133,278
610,229.0532,0.1135,345
611,-8.6765,0.1136,271
612,220.6042,0.1136,455
613,216.4478,0.1141,586
614,234.6886,0.1142,353
615,241.0389,0.1142,321
616,248.7331,0.1144,472
617,213.4422,0.1144,327
618,250.1527,0.1147,296
619,245.4173,0.1150,317
620,233.7277,0.1152,570
621,236.8436,0.1152,301
622,255.6975,0.1152,327
623,241.3352,0.1157,298
624,248.9239,0.1157,307
625,222.2263,0.1158,315
626,174.2933,0.1159,517
627,228.1566,0.1160,294
628,237.8404,0.1160,345
629,-36.4614,0.1161,226
630,9.5464,0.1161,284
631,236.8963,0.1165,319
632,239.5544,0.1165,318
633,244.3951,0.1166,334
634,195.0106,0.1167,440
635,219.8676,0.1168,311
636,219.5482,0.1173,395
637,129.3193,0.1176,748
638,221.5187,0.1177,738
639,237.5520,0.1180,591
640,-7.6434,0.1181,248
641,247.1842,0.1183,350
642,213.3074,0.1184,427
643,-34.2724,0.1188,246
644,125.7542,0.1189,1000
645,234.0005,0.1190,286
646,200.7838,0.1191,462
647,263.0313,0.1195,907
648,245.8630,0.1196,368
649,253.6852,0.1196,294
650,257.1536,0.1198,361
651,203.5018,0.1200,316
652,239.7493,0.1200,431
653,236.7704,0.1203,321
654,259.4924,0.1205,324
655,-42.5250,0.1206,321
656,225.2217,0.1207,324
657,130.7179,0.1212,1000
658,216.8009,0.1212,303
659,204.2209,0.1213,304
660,227.0652,0.1214,484
661,240.0930,0.1215,286
662,-7.8830,0.1216,356
663,230.0064,0.1217,307
664,259.0827,0.1220,343
665,207.9801,0.1221,332
666,-30.8218,0.1221,214
667,251.8932,0.1221,318
668,260.8748,0.1223,293
669,237.4943,0.1224,340
670,212.4614,0.1225,312
671,236.9517,0.1227,365
