episode,reward,time_seconds,steps
1,-235.1671972176898,0.34763240814208984,82
2,-118.7550242989554,0.23766517639160156,80
3,-309.98548399586673,0.24628853797912598,90
4,-216.47627217373483,0.3413362503051758,113
5,-260.08298011622253,0.17502140998840332,66
6,-143.0773613715903,0.3412010669708252,111
7,-161.47317415439,0.2424633502960205,81
8,-168.32553297358328,0.1855297088623047,62
9,-111.07732274997724,0.2669539451599121,91
10,-357.4032151332975,0.3495488166809082,117
11,-60.71334218125152,0.36454057693481445,114
12,-357.2869621197082,0.270679235458374,85
13,-144.95380624350844,0.19585251808166504,65
14,-91.74249684855597,0.22092032432556152,72
15,-96.1205943499566,0.1667189598083496,58
16,-273.9462692669646,0.30621910095214844,99
17,15.453213072420453,0.35155582427978516,117
18,-196.32616023204886,0.19286084175109863,67
19,-140.09741383291592,0.3475372791290283,117
20,-289.91021710053013,0.3142101764678955,105
21,-196.07596285629282,0.25667333602905273,89
22,-72.0048184726399,0.19578957557678223,67
23,-94.92828774668494,0.3021247386932373,101
24,-253.13249794507715,0.2510402202606201,87
25,-112.56233064762598,0.2027451992034912,71
26,-241.39340699606672,0.3609442710876465,119
27,-90.24198218062344,0.24011850357055664,78
28,-129.3724682113947,0.2709019184112549,87
29,-430.0259604951918,0.3242356777191162,107
30,-149.57022584313484,0.19267010688781738,63
31,-221.7416660403158,0.43587660789489746,142
32,-109.9101809459543,0.36139726638793945,118
33,-329.19980517713043,0.43874335289001465,137
34,-88.14935909229074,0.21566057205200195,76
35,-125.7220469255622,0.27527379989624023,88
36,-212.46820170778994,0.22783470153808594,76
37,-91.83995527955501,0.22072434425354004,72
38,-118.0068279773395,0.23807692527770996,76
39,-100.07803730105114,0.2437891960144043,77
40,-115.94205237187577,0.19437003135681152,68
41,-160.5562174777227,0.2858114242553711,95
42,-78.61905307129763,0.19987154006958008,63
43,-241.1209063339341,0.29322147369384766,100
44,-123.79057569273313,0.35350775718688965,111
45,-152.53135508655774,0.35776329040527344,118
46,-116.75915708430337,0.19581913948059082,65
47,-330.45726275281953,0.32216644287109375,107
48,-239.24422810503424,0.2878713607788086,95
49,-107.45925883747515,0.2893502712249756,95
50,-16.032829851446948,0.3449718952178955,110
51,-328.49036033284114,0.3530290126800537,113
52,-105.12207878426524,0.27236294746398926,92
53,-98.08003663764761,0.23331141471862793,75
54,-88.21993292192911,0.3471989631652832,114
55,-241.53298871380818,0.29619789123535156,100
56,-83.40312247511156,0.17186713218688965,59
57,-176.26103711942784,0.30431604385375977,103
58,-93.64559410137957,0.30107712745666504,97
59,-76.31689843179615,0.2139284610748291,68
60,-131.63683356031717,0.17025542259216309,57
61,-281.9082383924149,0.25770998001098633,83
62,-96.61702812254386,0.19373703002929688,65
63,-302.6859365028562,0.45699548721313477,146
64,-35.17801738972457,0.19398975372314453,65
65,-61.65280737825228,0.23130583763122559,78
66,-101.48453585070187,0.17215824127197266,60
67,-347.11901025537827,0.27405357360839844,90
68,-137.16571334105032,0.25423574447631836,84
69,-116.51774519951485,0.20581316947937012,68
70,-377.4905785088166,0.31826257705688477,107
71,-168.72588557796394,0.18747735023498535,64
72,-153.26629015919156,0.3406100273132324,115
73,-33.52892990936485,0.31737518310546875,103
74,-187.03189358707746,0.29624104499816895,98
75,-218.92848836574296,0.25620198249816895,81
76,-153.35424507314153,0.41448163986206055,137
77,-335.49264721229054,0.3023829460144043,97
78,-190.50174139753483,0.30352187156677246,100
79,-197.01225758772526,0.2776298522949219,98
80,-3.690872374193077,0.28989624977111816,91
81,-157.25293384283128,0.2839469909667969,94
82,-157.6306645882425,0.19557738304138184,71
83,-236.5666974292863,0.28768038749694824,92
84,-108.66774436513515,0.21089887619018555,73
85,-224.1304084404889,0.26769447326660156,92
86,-253.24028992932102,0.2997736930847168,96
87,-209.79186940883352,0.2918050289154053,103
88,-127.37547021355468,0.24946141242980957,77
89,-96.71367917455305,0.1992654800415039,67
90,-293.11706032711754,0.22706317901611328,74
91,-262.76507328188234,0.2002120018005371,67
92,-372.7435560166998,0.2925117015838623,88
93,-292.0212599536254,0.2920186519622803,95
94,-106.44008716679878,0.29605937004089355,92
95,-93.32592134767017,0.1690349578857422,56
96,-77.76764853835031,0.376117467880249,121
97,-130.7619008258483,0.22448301315307617,75
98,-242.33726115512496,0.38092684745788574,117
99,-199.8186282301818,0.21389555931091309,67
100,-77.54810636497547,0.39246606826782227,127
101,-330.14327173534787,0.3618130683898926,117
102,-308.5915674485499,0.2733783721923828,92
103,-58.30442416035383,0.22504401206970215,74
104,-199.132768434406,0.16967225074768066,57
105,-544.3572109945669,0.2983357906341553,101
106,-158.72945034006142,0.34331321716308594,108
107,-73.84420110627053,0.26648426055908203,86
108,-246.84899796058772,0.2178182601928711,74
109,-397.15249108423734,0.3779728412628174,118
110,-334.612213585659,0.340130090713501,115
111,-132.12774088217586,0.24953150749206543,76
112,-354.26359592126266,0.26670265197753906,89
113,-121.05893216162181,0.29272007942199707,99
114,-121.33682261738468,0.24147939682006836,80
115,-479.2362644965086,0.3027029037475586,98
116,-340.0448566862075,0.2631070613861084,89
117,-370.2741246204387,0.43495941162109375,140
118,1.0256055256679986,0.36650609970092773,122
119,-148.33209811578226,0.23815178871154785,76
120,-101.35067621969094,0.21622037887573242,71
121,-165.7676944508596,0.27225780487060547,83
122,-112.61896234933279,0.1905655860900879,62
123,-139.37858150406134,0.3233482837677002,97
124,-103.29186398030686,0.34645557403564453,113
125,-72.24220964740078,0.1979048252105713,66
126,-147.53544263972628,0.31856369972229004,103
127,-129.44177565245917,0.3280189037322998,108
128,-105.36364338276343,0.2596142292022705,83
129,-92.76072168533639,0.19851970672607422,64
130,-201.5738299676721,0.2093348503112793,70
131,-211.04851129022006,0.36764049530029297,116
132,-115.94508461075725,0.22493696212768555,73
133,-160.3765230257389,0.29691529273986816,100
134,-300.8708779204232,0.3486785888671875,119
135,-100.7332889996217,0.21672606468200684,68
136,-367.790223251467,0.27577996253967285,89
137,-396.18006665145964,0.3729240894317627,118
138,-122.61259491748825,0.2974245548248291,93
139,-265.4972342882036,0.33237719535827637,105
140,-143.86285155214864,0.2830982208251953,90
141,-278.88801137138694,0.21630859375,69
142,-286.9081035247258,0.33767175674438477,108
143,-86.49450338419744,0.20598340034484863,67
144,-225.88269939291712,0.29157590866088867,102
145,-131.12553991061185,0.18236446380615234,60
146,-97.92628405690003,0.20144438743591309,70
147,-107.93401797681203,0.4497702121734619,149
148,-104.17402627723813,0.29868459701538086,98
149,-141.55717208464995,0.2520437240600586,88
150,-113.09443329551613,0.2167656421661377,71
151,-138.3531018842886,0.27957963943481445,92
152,-130.60908841622614,0.3372824192047119,119
153,-94.82927097638468,0.350569486618042,114
154,-125.99533956595786,0.26108694076538086,87
155,-228.6620119863378,0.24573898315429688,81
156,-196.72394168908198,0.3290748596191406,105
157,-159.44673079301887,0.2589380741119385,83
158,-124.52170286814321,0.40183305740356445,128
159,-313.08398688789373,0.3155679702758789,104
