rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/entropy_loss,train/approx_kl,train/explained_variance,train/clip_range,train/learning_rate,train/value_loss,train/n_updates,train/clip_fraction,train/loss,train/policy_gradient_loss
102.74545454545455,-138.85951714545453,45,2,5760,2655,-1.010578729212284,0.004019653,0.06547284126281738,0.2,0.001,1139.206558227539,176,0.013671875,589.34423828125,-0.011595706222578883
103.5,-142.592378,46,2,5888,2653,-0.8851448446512222,0.0018720091,0.6176077127456665,0.2,0.001,844.6606140136719,180,0.01171875,273.0182189941406,-0.0022221144754439592
103.46551724137932,-147.67375663793104,47,2,6016,2654,-0.9021945260465145,0.013203566,0.1353820562362671,0.2,0.001,1444.848087310791,184,0.068359375,643.0961303710938,-0.021936930483207107
103.8135593220339,-149.89065338983053,48,2,6144,2654,-1.0559373944997787,0.008111028,0.1046595573425293,0.2,0.001,2199.5656204223633,188,0.0390625,1295.1102294921875,-0.008349226205609739
104.3,-157.64532125000002,49,2,6272,2651,-1.0383897460997105,0.00074724853,0.3067777752876282,0.2,0.001,1374.1182479858398,192,0.0,830.286376953125,-0.0012174107832834125
104.3,-157.64532125000002,50,2,6400,2650,-0.7187938503921032,0.00019427808,0.24309170246124268,0.2,0.001,9150.383117675781,196,0.0,4396.17333984375,-0.0014633266255259514
105.06451612903226,-158.15739574193552,51,2,6528,2652,-1.1252289712429047,0.010284616,0.06185734272003174,0.2,0.001,120.29239082336426,200,0.072265625,57.213863372802734,-0.008195014379452914
105.53968253968254,-161.56633006349207,52,2,6656,2648,-0.9338005781173706,0.0006100093,0.4831855893135071,0.2,0.001,925.1780319213867,204,0.0,520.1443481445312,-0.0024457377148792148
105.53968253968254,-161.56633006349207,53,2,6784,2646,-0.7653352878987789,0.00065717753,0.3402244448661804,0.2,0.001,2306.7633209228516,208,0.0,1326.52197265625,-0.0013411450199782848
105.92307692307692,-163.46789686153846,54,2,6912,2648,-1.0030949525535107,0.007716977,0.6992635726928711,0.2,0.001,193.8748264312744,212,0.044921875,77.83180236816406,-0.00951097789220512
106.16666666666667,-161.48038056060608,55,2,7040,2645,-1.0586329773068428,0.0022415402,0.595731794834137,0.2,0.001,492.50053215026855,216,0.0,228.2237091064453,-0.0005485860747285187
106.35820895522389,-161.49351670149255,56,2,7168,2646,-0.9773052223026752,0.010967702,0.560474157333374,0.2,0.001,121.55551147460938,220,0.048828125,87.53092956542969,-0.01238167891278863
106.66176470588235,-165.9514730147059,57,2,7296,2647,-0.9430602081120014,0.0018395656,0.5375872850418091,0.2,0.001,406.71219635009766,224,0.00390625,101.18780517578125,-0.006023028341587633
107.55072463768116,-166.68133811594203,58,2,7424,2643,-0.8492210879921913,0.0002842378,0.08096981048583984,0.2,0.001,3264.570526123047,228,0.0,1052.1492919921875,0.0017366535030305386
107.35714285714286,-164.4597355,59,2,7552,2646,-1.0526184663176537,0.022885818,0.1634090542793274,0.2,0.001,874.2898063659668,232,0.119140625,498.1576232910156,-0.01923237496521324
107.56338028169014,-164.83471128169015,60,2,7680,2647,-1.0510482862591743,0.0048103747,0.6641092300415039,0.2,0.001,226.91971492767334,236,0.005859375,71.82083892822266,-0.012691476993495598
107.56944444444444,-168.36470329166667,61,2,7808,2648,-1.0576486252248287,0.0064267963,0.4160124659538269,0.2,0.001,197.59697103500366,240,0.044921875,103.74730682373047,-0.004467285820282996
107.56944444444444,-168.36470329166667,62,3,7936,2639,-0.8508006259799004,0.009560322,0.4374285936355591,0.2,0.001,3114.1204223632812,244,0.052734375,1773.549072265625,0.0012015983229503036
109.61643835616438,-167.74558995890413,63,3,8064,2621,-1.034156158566475,0.03372889,0.0856177806854248,0.2,0.001,192.6098403930664,248,0.2109375,67.43191528320312,-0.027017799904569983
109.93243243243244,-165.20018559459461,64,3,8192,2616,-1.1054183021187782,0.015287783,0.8307381868362427,0.2,0.001,291.4617862701416,252,0.21875,87.81632995605469,0.0167461303062737
109.81333333333333,-162.82651001333335,65,3,8320,2614,-0.8702231533825397,0.0013769171,0.8945418000221252,0.2,0.001,79.38852715492249,256,0.0,27.28540802001953,-0.0009553447598591447
110.05263157894737,-163.6254155131579,66,3,8448,2614,-0.9620597437024117,0.0028283326,0.6694034337997437,0.2,0.001,117.45157933235168,260,0.0078125,75.85421752929688,-0.008045189082622528
110.55844155844156,-164.97472854545455,67,3,8576,2613,-1.1785798519849777,0.00824542,0.522214949131012,0.2,0.001,500.36401557922363,264,0.08984375,279.1794738769531,-0.005735431099310517
111.0,-163.54456746153846,68,3,8704,2612,-1.1028897538781166,0.0023943163,0.6774351000785828,0.2,0.001,1177.6781311035156,268,0.0,445.15142822265625,-0.009568515233695507
110.79746835443038,-164.14116551898735,69,3,8832,2615,-1.057353101670742,0.0031391755,0.287348210811615,0.2,0.001,189.08812475204468,272,0.013671875,34.48057174682617,-0.01167694857576862
111.3375,-163.54786971250002,70,3,8960,2613,-1.0366992615163326,0.0034408383,0.7425591945648193,0.2,0.001,395.6959686279297,276,0.01171875,178.44271850585938,-0.004686818225309253
111.51851851851852,-162.56714820987654,71,3,9088,2616,-1.0480454564094543,0.00022849254,0.6282786130905151,0.2,0.001,107.6410722732544,280,0.0,62.064208984375,-0.0011885687708854675
111.51851851851852,-162.56714820987654,72,3,9216,2612,-1.0374657921493053,0.0060966155,0.9528341293334961,0.2,0.001,120.60741567611694,284,0.0234375,43.787960052490234,-0.011875587864778936
111.855421686747,-161.1884325542169,73,3,9344,2614,-1.016203347593546,0.004636113,0.770911455154419,0.2,0.001,90.7720239162445,288,0.0078125,34.43996810913086,-0.005719865090213716
111.73809523809524,-159.55863558333334,74,3,9472,2615,-1.1625596955418587,0.00082949596,-0.49404919147491455,0.2,0.001,1088.8581466674805,292,0.0,136.82691955566406,-0.0024519854923710227
111.81176470588235,-158.37824429411765,75,3,9600,2613,-1.0339350663125515,0.023525277,0.7655507326126099,0.2,0.001,59.92058050632477,296,0.1015625,39.24766540527344,-0.010323278023861349
111.65116279069767,-156.32946867441862,76,3,9728,2613,-0.9311695955693722,0.0027055233,0.7193352580070496,0.2,0.001,227.86461734771729,300,0.015625,52.13658142089844,0.006910712458193302
112.26436781609195,-155.03533991954023,77,3,9856,2614,-0.9575919024646282,0.002962294,0.5652331113815308,0.2,0.001,124.81971526145935,304,0.01171875,56.97738265991211,-0.005138424865435809
112.36363636363636,-154.39933636363637,78,3,9984,2616,-1.0388269312679768,0.0015885499,0.8046116232872009,0.2,0.001,255.01501846313477,308,0.0,75.84257507324219,-0.004482276970520616
113.15730337078652,-154.99178551685392,79,3,10112,2613,-1.0362560264766216,0.00061156973,0.24137455224990845,0.2,0.001,1161.22611618042,312,0.0,377.40643310546875,0.0020153624936938286
113.15730337078652,-154.99178551685392,80,3,10240,2611,-1.0455029010772705,0.0010534925,0.7105465531349182,0.2,0.001,928.6451606750488,316,0.0,443.4349670410156,-0.0019357043784111738
113.8,-154.81120933333332,81,3,10368,2612,-1.0992077440023422,0.011638397,0.9769668579101562,0.2,0.001,43.02353489398956,320,0.033203125,22.7128849029541,-0.005396795808337629
114.03296703296704,-153.2348162087912,82,4,10496,2614,-1.0500647947192192,0.0032877699,0.8827562928199768,0.2,0.001,74.6156177520752,324,0.0078125,10.825539588928223,-0.006550713733304292
114.21505376344086,-150.45260090322577,83,4,10624,2614,-1.1043851971626282,0.014724746,0.8434292078018188,0.2,0.001,103.96975517272949,328,0.072265625,43.610267639160156,-0.022652822080999613
114.21505376344086,-150.45260090322577,84,4,10752,2616,-0.9581076465547085,0.0027582278,0.8500617742538452,0.2,0.001,298.70102882385254,332,0.00390625,131.19662475585938,-0.003928310237824917
114.21505376344086,-150.45260090322577,85,4,10880,2608,-1.0628479048609734,0.002660145,0.9528146982192993,0.2,0.001,60.78786897659302,336,0.0078125,17.379291534423828,-0.0032324924832209945
114.21505376344086,-150.45260090322577,86,4,11008,2577,-1.184007927775383,0.007074418,0.6754640340805054,0.2,0.001,193.66415643692017,340,0.025390625,70.19566345214844,-0.0025171777233481407
114.21505376344086,-150.45260090322577,87,4,11136,2534,-1.3090015202760696,0.014209144,0.6399989724159241,0.2,0.001,78.7673909664154,344,0.1796875,39.596717834472656,-0.01380042964592576
114.21505376344086,-150.45260090322577,88,4,11264,2489,-1.0805563181638718,0.008557977,0.2298763394355774,0.2,0.001,56.17366397380829,348,0.12109375,11.344701766967773,-0.01126741070766002
114.21505376344086,-150.45260090322577,89,4,11392,2444,-1.0927475988864899,0.08991864,-0.06217050552368164,0.2,0.001,14.569078952074051,352,0.373046875,1.7208826541900635,0.010585251671727747
114.21505376344086,-150.45260090322577,90,4,11520,2401,-1.1013756543397903,0.036474016,-0.3808143138885498,0.2,0.001,43.62781226634979,356,0.576171875,15.400138854980469,0.00813555484637618
123.63829787234043,-147.3791794148936,91,4,11648,2363,-1.2935819700360298,0.033155374,0.7622400522232056,0.2,0.001,26.861509084701538,360,0.23828125,7.060492992401123,-0.01503314625006169
123.63829787234043,-147.3791794148936,92,4,11776,2366,-1.1958541721105576,0.05408268,0.9205908179283142,0.2,0.001,17.027942150831223,364,0.265625,6.078171730041504,-0.02218684571562335
124.15789473684211,-145.70853037894733,93,5,11904,2368,-1.1360665410757065,0.006159467,0.8542014360427856,0.2,0.001,44.748602986335754,368,0.021484375,10.121318817138672,-0.006728598033078015
125.05208333333333,-146.57666271875,94,5,12032,2367,-0.8583533614873886,0.0052195797,0.8429573774337769,0.2,0.001,238.2749581336975,372,0.029296875,73.13615417480469,-0.004862033296376467
125.03092783505154,-145.0348216494845,95,5,12160,2370,-0.9895412139594555,0.0017345799,0.77754145860672,0.2,0.001,671.1899070739746,376,0.0,233.60552978515625,-0.005596078175585717
125.03061224489795,-143.2565232755102,96,5,12288,2373,-1.0210213549435139,0.0005855118,0.7936980128288269,0.2,0.001,362.1589250564575,380,0.0,177.91998291015625,-0.0029366370290517807
124.96969696969697,-142.0281975959596,97,5,12416,2376,-0.8208295218646526,0.020874726,0.9222007393836975,0.2,0.001,104.08563530445099,384,0.125,21.58816909790039,-0.019650690257549286
124.96969696969697,-142.0281975959596,98,5,12544,2376,-0.9540751613676548,0.00465111,0.8669737577438354,0.2,0.001,279.96291494369507,388,0.021484375,121.15560913085938,-0.006621876149438322
124.96969696969697,-142.0281975959596,99,5,12672,2369,-0.9422016330063343,0.002840696,0.803901195526123,0.2,0.001,86.8158655166626,392,0.005859375,23.230154037475586,-0.002000465348828584
124.96969696969697,-142.0281975959596,100,5,12800,2352,-0.9224847257137299,0.002090794,0.34735769033432007,0.2,0.001,220.10484409332275,396,0.017578125,43.91157531738281,-0.002769648446701467
124.96969696969697,-142.0281975959596,101,5,12928,2326,-0.8946332149207592,0.021035695,0.7443646788597107,0.2,0.001,51.80964112281799,400,0.072265625,17.00591468811035,-0.00952726835384965
124.96969696969697,-142.0281975959596,102,5,13056,2296,-1.091639019548893,0.00945766,0.5699127912521362,0.2,0.001,27.938608646392822,404,0.064453125,5.928265571594238,-0.006019733147695661
124.96969696969697,-142.0281975959596,103,5,13184,2264,-1.0069110207259655,0.016582455,0.8092608451843262,0.2,0.001,9.328061804175377,408,0.166015625,1.3875051736831665,-0.013626858708448708
124.96969696969697,-142.0281975959596,104,5,13312,2231,-1.0420322865247726,0.10177329,0.7037982940673828,0.2,0.001,11.485411673784256,412,0.28515625,3.271559000015259,0.009884892264381051
133.72,-139.26869885,105,6,13440,2216,-0.9619164243340492,0.022263596,0.3974679112434387,0.2,0.001,45.049044251441956,416,0.265625,17.61052894592285,-0.02461886196397245
134.45,-136.85385751,106,6,13568,2218,-0.9456984326243401,0.006329304,0.9708065986633301,0.2,0.001,24.31706613302231,420,0.15234375,11.631382942199707,-0.006564836483448744
134.45,-136.85385751,107,6,13696,2219,-0.9614841155707836,0.00562475,0.45646917819976807,0.2,0.001,406.4489803314209,424,0.04296875,272.28070068359375,-0.004223682219162583
135.97,-140.55506678000003,108,6,13824,2219,-1.0498260483145714,0.008654024,0.903860330581665,0.2,0.001,45.083898305892944,428,0.03125,13.716569900512695,-0.002943653496913612
136.77,-139.11532248,109,6,13952,2222,-0.8964475691318512,0.0045283157,0.681991457939148,0.2,0.001,4676.858917236328,432,0.0078125,1911.358642578125,-0.00024033430963754654
136.77,-139.11532248,110,6,14080,2224,-0.9753508381545544,0.0011202069,0.6937495470046997,0.2,0.001,639.9720344543457,436,0.0,269.0625,-0.0017329180845990777
138.13,-137.79496857,111,6,14208,2222,-0.9690873250365257,0.0072688865,0.3098973035812378,0.2,0.001,100.10277271270752,440,0.01953125,32.952640533447266,-0.010115204146131873
138.13,-137.79496857,112,6,14336,2223,-0.875706359744072,0.007174715,0.7986094951629639,0.2,0.001,436.9671154022217,444,0.044921875,178.2790985107422,-0.010690542636439204
138.84,-135.78641711,113,6,14464,2226,-0.929834384471178,0.020253576,0.985815703868866,0.2,0.001,25.52445524930954,448,0.16796875,4.387232780456543,-0.017536253202706575
140.18,-134.76157167,114,6,14592,2224,-1.0861752554774284,0.00039434992,0.8220164179801941,0.2,0.001,190.42295050621033,452,0.0,11.525250434875488,0.0011636964045464993
140.18,-134.76157167,115,6,14720,2226,-0.9614605009555817,0.0071146055,0.8272566795349121,0.2,0.001,423.6359176635742,456,0.015625,80.22765350341797,-0.007483791210688651
141.81,-135.48928774,116,6,14848,2220,-1.0569145642220974,0.0028790268,0.9648929834365845,0.2,0.001,20.45293641090393,460,0.001953125,7.5195794105529785,-0.002903117274399847
141.81,-135.48928774,117,6,14976,2223,-0.9564742222428322,0.0010587578,0.8552063703536987,0.2,0.001,536.6176090240479,464,0.0078125,201.79754638671875,0.004762770840898156
142.58,-135.02373959,118,6,15104,2225,-0.96158641949296,0.0015632734,0.8583431839942932,0.2,0.001,102.7903561592102,468,0.00390625,45.51795959472656,-0.003113214042969048
143.96,-135.5404846,119,6,15232,2223,-0.9451810456812382,0.0008958522,0.8896392583847046,0.2,0.001,182.56406205892563,472,0.00390625,62.727962493896484,-0.005295502720400691
143.96,-135.5404846,120,6,15360,2226,-0.9600279368460178,0.0153651815,0.9580164551734924,0.2,0.001,341.87756538391113,476,0.07421875,132.79345703125,-0.00647909299004823
143.96,-135.5404846,121,6,15488,2215,-0.9041384160518646,0.013797898,0.8590604066848755,0.2,0.001,61.90505027770996,480,0.10546875,14.2924165725708,-0.012332739250268787
146.6,-135.82445269,122,7,15616,2208,-1.030723724514246,0.0075123524,-0.2876068353652954,0.2,0.001,163.82410049438477,484,0.02734375,59.09120559692383,-0.0011304228100925684
147.81,-135.43614454999997,123,7,15744,2206,-0.9812931083142757,0.012254367,0.9694105386734009,0.2,0.001,107.56772446632385,488,0.17578125,68.56289672851562,-0.023668416193686426
147.81,-135.43614454999997,124,7,15872,2207,-0.9431374967098236,0.0022446495,0.7199968695640564,0.2,0.001,262.74000883102417,492,0.0,194.1033935546875,0.000249565695412457
149.51,-137.00450765,125,7,16000,2202,-0.9918207190930843,0.01865701,0.9682681560516357,0.2,0.001,16.301374673843384,496,0.11328125,4.191941738128662,-0.002726372447796166
149.51,-137.00450765,126,7,16128,2205,-0.7216295786201954,0.011680302,0.31201088428497314,0.2,0.001,2448.209648132324,500,0.068359375,1362.3070068359375,-0.007592756825033575
150.94,-135.52678085,127,7,16256,2205,-1.0720871463418007,0.01178159,0.987254798412323,0.2,0.001,5.48568232357502,504,0.076171875,1.999686360359192,-0.0038380142650566995
150.94,-135.52678085,128,7,16384,2205,-0.9269956238567829,0.004385458,0.9443657994270325,0.2,0.001,158.82051861286163,508,0.01171875,20.7464656829834,-0.0066817221231758595
150.94,-135.52678085,129,7,16512,2192,-1.16759891808033,0.01158214,0.91595458984375,0.2,0.001,29.045180082321167,512,0.076171875,9.382772445678711,-0.011512471712194383
150.94,-135.52678085,130,7,16640,2173,-0.871933713555336,0.01152922,0.015476405620574951,0.2,0.001,180.09822845458984,516,0.01953125,79.83025360107422,-0.010705818654969335
150.94,-135.52678085,131,7,16768,2157,-0.8227406553924084,0.03164002,0.0003821253776550293,0.2,0.001,58.825101256370544,520,0.267578125,9.073854446411133,-0.011471997830085456
150.94,-135.52678085,132,7,16896,2146,-0.8222368881106377,0.0071962653,-0.014174580574035645,0.2,0.001,31.64517170190811,524,0.125,2.9817075729370117,-0.011015000753104687
157.7,-133.2053114,133,7,17024,2137,-0.8822017572820187,0.007272772,-0.0004214048385620117,0.2,0.001,27.1825892329216,528,0.177734375,4.867830753326416,0.0010659279068931937
157.7,-133.2053114,134,8,17152,2134,-0.900561012327671,0.010516077,0.1581396460533142,0.2,0.001,1438.744400024414,532,0.01953125,428.85980224609375,-0.008437313314061612
158.67,-136.49408108,135,8,17280,2131,-0.8691643215715885,0.0043435553,0.7831445932388306,0.2,0.001,32.95739138126373,536,0.03515625,5.153841495513916,-0.006759756593964994
158.67,-136.49408108,136,8,17408,2128,-0.6128747407346964,0.0031656842,0.5399700403213501,0.2,0.001,6215.96435546875,540,0.015625,2516.884033203125,-0.003126948606222868
158.67,-136.49408108,137,8,17536,2121,-1.0252217203378677,0.012681854,0.9010882377624512,0.2,0.001,34.23985028266907,544,0.078125,11.187468528747559,-0.007791611133143306
158.67,-136.49408108,138,8,17664,2113,-0.7564522698521614,0.0021046973,0.06314724683761597,0.2,0.001,92.40740156173706,548,0.005859375,25.836366653442383,-0.004026305861771107
158.67,-136.49408108,139,8,17792,2106,-0.7689365185797215,0.0036239764,0.0038720369338989258,0.2,0.001,11.637460432946682,552,0.0078125,1.5797616243362427,0.0008235964924097061
158.67,-136.49408108,140,8,17920,2098,-0.9124298170208931,0.012649172,0.005320191383361816,0.2,0.001,17.923736602067947,556,0.169921875,3.7206180095672607,-0.008938533021137118
158.67,-136.49408108,141,8,18048,2090,-0.9321121759712696,0.012533024,0.18699109554290771,0.2,0.001,41.44005936384201,560,0.037109375,14.883450508117676,-0.011273323907516897
158.67,-136.49408108,142,8,18176,2079,-0.9731155373156071,0.020120624,-0.0994110107421875,0.2,0.001,1.4945269096642733,564,0.25390625,0.44072169065475464,-0.004540261928923428
167.7,-134.26453031,143,8,18304,2080,-0.9047870896756649,0.018907987,-0.1557070016860962,0.2,0.001,1.2597936429083347,568,0.25390625,0.2724592089653015,0.005896426853723824
167.7,-134.26453031,144,8,18432,2079,-1.042974691838026,0.044258848,0.7741499543190002,0.2,0.001,62.521711111068726,572,0.328125,20.689334869384766,-0.017275625956244767
167.7,-134.26453031,145,8,18560,2070,-0.8802339918911457,0.011400731,0.7463292479515076,0.2,0.001,11.393588542938232,576,0.1484375,3.940399169921875,-0.001613468280993402
167.7,-134.26453031,146,9,18688,2055,-1.0735389366745949,0.0030362704,0.1927357316017151,0.2,0.001,62.69110333919525,580,0.02734375,7.127654075622559,-0.0030068152118474245
167.7,-134.26453031,147,9,18816,2035,-1.0866559073328972,0.016119199,0.4469507932662964,0.2,0.001,22.302049040794373,584,0.109375,8.179492950439453,-0.009331133449450135
167.7,-134.26453031,148,9,18944,2016,-1.0067568011581898,0.100351974,0.9612024426460266,0.2,0.001,0.9910844340920448,588,0.595703125,0.478084921836853,-0.007327335188165307
167.7,-134.26453031,149,9,19072,1996,-1.0310377888381481,0.031236988,-0.1125950813293457,0.2,0.001,0.5584410829469562,592,0.376953125,0.11212879419326782,0.011322176782414317
175.69,-131.46022197,150,9,19200,1999,-0.9121520519256592,0.014593257,0.9710662364959717,0.2,0.001,0.49035412818193436,596,0.20703125,0.1710272878408432,-0.00454030348919332
